S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
162,FOOD QUALITY AND SAFETY,J,3.0-0.0-0.0,,RANBIR VARGHESE,gandhidiya@rdat.iitd.ac.in,MTF 12:00-13:00,,,30,30,RDL760
163,VALUE CHAIN IN AGRO-FOOD PROCESSING,K,2.0-0.0-2.0,,DAMINI DIXIT,elakshitripathi@rdat.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,40,41,RDL761
164,RURAL VALUE CHAIN FOR HOLISTIC DEVELOPMENT,E,2.0-0.0-2.0,,DHARMAJAN KAPADIA,suleahana@rdat.iitd.ac.in,TWF 10:00-11:00,,,40,6,RDL770
165,"WOMEN,TECHNOLOGY AND DEVELOPMENT",H,2.0-0.0-2.0,,VIVAAN WALI,sridharalisha@rdat.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,13,RDL807
166,SEMINAR COURSE - II,X,0.0-0.0-2.0,,ADVIKA SUBRAMANIAM,zbabu@rdat.iitd.ac.in,,,,30,32,RDQ302
167,SEMINAR COURSE - III,X,0.0-0.0-2.0,,YUVAAN RAMASWAMY,pihu31@rdat.iitd.ac.in,,,,30,30,RDQ303
168,SEMINAR COURSE-IV,X,0.0-0.0-2.0,,ALISHA VARTY,handasamaira@rdat.iitd.ac.in,,,,30,30,RDQ304
169,SEMINAR COURSE-V,X,0.0-0.0-2.0,,DHARMAJAN KAPADIA,suleahana@rdat.iitd.ac.in,,,,30,30,RDQ305
170,MINOR PROJECT,P,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD771
171,MAJOR PROJECT PART 1 (CM),P,0.0-0.0-12.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD871
172,MAJOR PROJECT PART II (CM),P,0.0-0.0-28.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD872
173,MAJOR PROJECT PART 1 (CM),P,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD873
174,MAJOR PROJECT PART 2 (CM),P,0.0-0.0-32.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD874
175,B. TECH. PROJECT,P,0.0-0.0-8.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,160,71,CLD411
176,MAJOR PROJECT IN ENERGY & ENV.,P,0.0-0.0-10.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,120,0,CLD412
177,MAJOR PROJECT IN COMPLEX FLUID,P,0.0-0.0-10.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,120,0,CLD413
178,"MAJOR PROJ. IN P.E, MOD. & OP.",P,0.0-0.0-10.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,120,0,CLD414
179,MAJOR PROJ IN BIOP. & FINE CH.,P,0.0-0.0-10.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,120,0,CLD415
180,MINOR PROJECT,P,0.0-0.0-6.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,1,CLD771
181,MAJOR PROJECT - I,P,0.0-0.0-16.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,24,CLD781
182,MAJOR PROJECT - II,P,0.0-0.0-24.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CLD782
183,MINOR PROJECT,P,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,70,4,CLD880
184,MAJOR PROJECT PARTI,P,0.0-0.0-16.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,70,43,CLD881
185,MAJOR PROJECT PARTII,P,0.0-0.0-24.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,70,5,CLD882
186,M.S.R. MAJOR PROJECT,P,0.0-0.0-72.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,4,CLD895
187,TRANSPORT PHENOMENA,B,3.0-1.0-0.0,,MAHIKA DASGUPTA,gsule@chemical.iitd.ac.in,MTh 09:30-11:00,,,220,209,CLL110
188,MATERIAL AND ENERGY BALANCE,F,2.0-2.0-0.0,,ADIRA HALDER,xmadan@chemical.iitd.ernet.in,TThF 11:00-12:00,MTThF 13:00-14:00,,150,130,CLL111
189,NUMERICAL METHODS IN CHEMICAL,E,3.0-0.0-2.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,TWF 10:00-11:00,,,160,138,CLL113
190,INTRODUCTION TO MATERIALS,A,3.0-0.0-0.0,,SHAAN RAJAN,isinha@chemical.iitd.ernet.in,MTh 08:00-09:30,,,140,137,CLL141
191,CHEMICAL REACTION ENGG - II,B,3.0-0.0-0.0,,SARA RAMAKRISHNAN,riaan23@chemical.iitd.ac.in,MTh 09:30-11:00,,,160,140,CLL222
192,MASS TRANSFER I,F,3.0-0.0-0.0,,ALIA MAJUMDAR,kanavkapoor@chemical.iitd.ac.in,TThF 11:00-12:00,,,170,189,CLL252
193,PROCESS DYNAMICS AND CONTROL,E,3.0-1.0-0.0,,LAKSHAY DAYAL,aryakiara@chemical.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,240,201,CLL261
194,NANO-ENGINEERING OF SOFT MATE.,E,3.0-0.0-0.0,,ADVIK BERA,jdua@chemical.iitd.ac.in,TWF 10:00-11:00,,,48,0,CLL296
195,FLUID PARTICLE MECHANICS,D,3.0-1.0-0.0,,MANJARI DESHMUKH,usaini@chemical.iitd.ac.in,TWF 09:00-10:00,MTThF 14:00-15:00,,160,137,CLL331
196,MODELLING OF TRANSPORT PROCESS,C,2.0-0.0-0.0,,GATIK KOTA,nayantara69@chemical.iitd.ac.in,TWF 08:00-09:00,,,100,63,CLL701
197,"PRINCIPLES OF THERMODYNAMICS,",A,2.0-0.0-0.0,,MEHUL KALLA,gollabiju@chemical.iitd.ac.in,MTh 08:00-09:30,,,100,57,CLL702
198,PROCESS ENGINEERING,H,3.0-0.0-0.0,,JIVIN DUGAL,sahabaiju@chemical.iitd.ac.in,M 11:00-12:00,,,100,89,CLL703
199,HYDROGEN EN. & FUEL CELL TECH.,B,3.0-0.0-0.0,,ANYA RANA,jhanvi57@chemical.iitd.ac.in,MTh 09:30-11:00,,,48,40,CLL723
200,AIR POLLUTION CONTROL ENGG.,D,3.0-0.0-0.0,,DAMINI DATTA,azadbarad@chemical.iitd.ac.in,TWF 09:00-10:00,,,58,54,CLL725
201,MOLECULAR MODELING OF CAT. RE.,AA,3.0-0.0-0.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,MTh 14:00-15:30,,,48,20,CLL726
202,BIOMASS CONVERSION AND UTILIZA,E,3.0-0.0-0.0,,ANIRUDDH WALIA,karpevedika@chemical.iitd.ac.in,TWF 10:00-11:00,,,48,50,CLL728
203,EXP. CHA.OF BIOMACROMOLECULES,AB,3.0-0.0-0.0,,MEHUL KALLA,gollabiju@chemical.iitd.ac.in,MTh 15:30-17:00,,,48,29,CLL742
204,Crystal Growth and Engineering,J,3.0-0.0-0.0,,BHAVIN BOASE,dhruv48@chemical.iitd.ac.in,MTF 12:00-13:00,,,48,48,CLL760
205,APP. OF COMP. FLUID DYNAMICS,D,2.0-0.0-2.0,,SAHIL THAKUR,nvasa@chemical.iitd.ac.in,TWF 09:00-10:00,,,55,39,CLL769
206,THERMODYNAMICS OF COMP. FLUIDS,E,3.0-0.0-0.0,,ADVIK BERA,jdua@chemical.iitd.ac.in,TWF 10:00-11:00,,,48,9,CLL773
207,BIOPROCESSING & BIOSEPARATIONS,B,3.0-0.0-0.0,,VEER ARORA,romilcheema@chemical.iitd.ac.in,MTh 09:30-11:00,,,55,58,CLL780
208,ADVANCED PROCESS CONTROL,F,3.0-0.0-0.0,,IVANA ANDRA,madhav67@chemical.iitd.ac.in,TThF 11:00-12:00,,,48,48,CLL783
209,CHE. PRODUCT DEVEL. & COMMERC.,D,3.0-0.0-0.0,,DAMINI CHOPRA,anahitachauhan@chemical.iitd.ac.in,TWF 09:00-10:00,,,55,54,CLL792
210,PETROLEUM REFINERY ENGINEERING,F,3.0-0.0-0.0,,INAAYA  RAY,dalalivana@chemical.iitd.ac.in,TThF 11:00-12:00,,,30,50,CLL794
211,SEL. TOPICS IN CHEM. ENGG. - I,F,3.0-0.0-0.0,,HAZEL DESHMUKH,mghosh@chemical.iitd.ac.in,TThF 11:00-12:00,,,55,45,CLL798
212,SEL. TOPICS IN CHEM. ENGG.- II,J,3.0-0.0-0.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,MTF 12:00-13:00,,,48,48,CLL799
213,CHEMICAL ENGINEERING LAB I,F,0.0-0.0-3.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,180,190,CLP301
214,CHEMICAL ENGINEERING LAB - II,E,0.0-0.0-3.0,,MANJARI DESHMUKH,usaini@chemical.iitd.ac.in,,,,185,155,CLP302
215,CHEMICAL ENGINEERING LAB - III,F,0.0-0.0-3.0,,DAMINI DATTA,azadbarad@chemical.iitd.ac.in,,,,160,108,CLP303
216,SEMINAR COURSE - I,P,0.0-0.0-2.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,,,,40,40,CLQ301
217,CURRENT TOPICS IN CHEMICAL EN.,D,1.0-0.0-0.0,,VEER ARORA,romilcheema@chemical.iitd.ac.in,TWF 09:00-10:00,,,60,21,CLV796A
218,CURRENT TOPICS IN CHEMICAL EN.,K,1.0-0.0-0.0,,ANIRUDDH WALIA,karpevedika@chemical.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,22,CLV796B
219,CURRENT TOPICS IN CHEMICAL EN.,X,1.0-0.0-0.0,,LAKSHAY DAYAL,aryakiara@chemical.iitd.ac.in,,,,50,17,CLV796C
220,CURRENT TOPICS IN CHEMICAL EN.,X,1.0-0.0-0.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,,,,0,0,CLV796D
221,PROJECT PART I,P,0.0-0.0-12.0,,MOHANLAL WALI,xreddy@chemistry.iitd.ac.in,,,,80,66,CMD631
222,MINOR PROJECT,P,0.0-0.0-6.0,,MANIKYA DUBE,kandabhamini@chemistry.iitd.ac.in,,,,20,0,CMD799
223,MAJOR  PROJECT PART - I,P,0.0-0.0-18.0,,MANIKYA DUBE,kandabhamini@chemistry.iitd.ac.in,,,,80,7,CMD806
224,CHEMICAL SYNT. OF FUNC. METER.,H,3.0-0.0-0.0,,NITARA CHEEMA,ivan96@chemistry.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,150,51,CML102
225,CHEMISTRY OF INTERFACES,H,3.0-0.0-0.0,,SAMIHA LUTHRA,ehsaankarpe@chemistry.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,200,141,CML103
226,QUANTUM CHEMISTRY,D,3.0-0.0-0.0,,HANSH BUTALA,sethreyansh@chemistry.iitd.ac.in,TWF 09:00-10:00,,,80,69,CML511
227,STEREOCHEM. & ORG. REAC. MECH.,F,3.0-0.0-0.0,,DRISHYA SURESH,tkari@chemistry.iitd.ac.in,TThF 11:00-12:00,,,80,69,CML512
228,PHOTOCHEM. & PERICYCLIC REACT.,C,3.0-0.0-0.0,,DHRUV BATH,kiararavi@chemistry.iitd.ernet.in,TWF 08:00-09:00,,,80,69,CML513
229,MAIN GROUP CHEMISTRY,A,3.0-0.0-0.0,,NITYA BADAMI,hrishita26@chemistry.iitd.ac.in,MTh 08:00-09:30,,,80,69,CML514
230,INSTRUMENTAL METHODS OF ANALYS,E,3.0-0.0-0.0,,FAIYAZ RAMAKRISHNAN,qsem@chemistry.iitd.ernet.in,TWF 10:00-11:00,,,80,69,CML515
231,MOLECULAR BIOCHEMISTRY,F,3.0-0.0-0.0,,HRIDAAN KALITA,neysabakshi@chemistry.iitd.ac.in,TThF 11:00-12:00,,,80,67,CML631
232,SOLID STATE CHEMISTRY,C,3.0-0.0-0.0,,NAVYA LAD,pihukulkarni@chemistry.iitd.ac.in,TWF 08:00-09:00,,,80,19,CML661
233,STA. MECH. & MOL. SIM. METHODS,K,3.0-0.0-0.0,,DIVYANSH VYAS,yakshithayre@chemistry.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,80,0,CML662
234,GROUP THEORY & SPECTROSCOPY,D,3.0-0.0-0.0,,AAINA KAPOOR,jivinghose@chemistry.iitd.ac.in,TWF 09:00-10:00,,,80,6,CML664
235,PH. METHODS OF STRUCTURALDET. OF ORGANIC COMPOUNDS,E,3.0-0.0-0.0,,ELAKSHI VIG,vasamahika@chemistry.iitd.ac.in,TWF 10:00-11:00,,,80,66,CML674
236,PHYSICAL METHODS IN INORGANIC CHEMISTRY,B,3.0-0.0-0.0,,GATIK AGARWAL,jshah@chemistry.iitd.ac.in,MTh 09:30-11:00,,,80,54,CML681
237,Applied Organometallic Chemistry,J,3.0-0.0-0.0,,RIYA KOTA,aarnavala@chemistry.iitd.ac.in,MTF 12:00-13:00,,,80,15,CML683
238,BIO-INORGANIC CHEMISTRY,A,3.0-0.0-0.0,,MOHANLAL WALI,xreddy@chemistry.iitd.ac.in,MTh 08:00-09:30,,,80,0,CML684
239,DESIGN AND SYNTHESIS,E,3.0-0.0-0.0,,MANIKYA DUBE,kandabhamini@chemistry.iitd.ac.in,TWF 10:00-11:00,,,80,27,CML721
240,CHEMINFORMATICS,F,3.0-0.0-0.0,,TUSHAR SHAH,xkhalsa@chemistry.iitd.ac.in,TThF 11:00-12:00,,,80,33,CML726
241,SEPARATION AND ELECTROANALYTIC,D,3.0-0.0-0.0,,KARTIK SONI,vasadishani@chemistry.iitd.ac.in,TWF 09:00-10:00,,,80,27,CML731
242,CHEMISTRY OF INDUSTRIAL CATALY,K,3.0-0.0-0.0,,DIVIJ DASS,mannat81@chemistry.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,80,24,CML733
243,CHEMISTRY OF NANOSTRUCTURED  M,B,3.0-0.0-0.0,,YUVRAJ  BALAN,talwaralia@chemistry.iitd.ac.in,MTh 09:30-11:00,,,80,19,CML734
244,APPLIED BIOCATALYSIS,E,3.0-0.0-0.0,,RAGHAV BAINS,nakulsridhar@chemistry.iitd.ac.in,TWF 10:00-11:00,,,50,7,CML739
245,ORGANO AND ORGANOMETALLIC CATA,A,3.0-0.0-0.0,,TIYA GALA,wsachdeva@chemistry.iitd.ac.in,MTh 08:00-09:30,,,80,15,CML741
246,REAGENTS IN SYNTHETIC TRANSFOR,H,3.0-0.0-0.0,,YASHVI BARIA,parinaaz25@chemistry.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,80,58,CML742
247,CHEMISTRY LABORATORY,P,0.0-0.0-4.0,,TIYA GALA,wsachdeva@chemistry.iitd.ac.in,,,,0,0,CMP100
248,LAB I,P,0.0-0.0-4.0,,AAINA KAPOOR,jivinghose@chemistry.iitd.ac.in,,,,80,75,CMP511
249,LAB II,P,0.0-0.0-4.0,,JIVIN ARYA,biju39@chemistry.iitd.ac.in,,,,80,75,CMP512
250,LAB ON SYNTHESIS,P,0.0-0.0-6.0,,DARSHIT DHAWAN,sharafyakshit@chemistry.iitd.ac.in,,,,30,13,CMP722
251,GLASS BLOWING,P,0.0-0.0-2.0,,MOHANLAL WALI,xreddy@chemistry.iitd.ac.in,,,,20,0,CYP803
252,SEMINAR IN CONSTRUCTION TECH,R,0.0-0.0-2.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,30,31,CVC771
253,BTECH PROJECT PART 1,P,0.0-0.0-8.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,,,,120,90,CVD411
254,MINOR PROJECT,P,0.0-0.0-6.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,,,,5,4,CVD700
255,MINOR PROJECT,P,0.0-0.0-6.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,5,0,CVD710
256,MAJOR THESIS PART-I,P,0.0-0.0-12.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,25,11,CVD720
257,MAJOR THESIS PART-II,P,0.0-0.0-24.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,25,1,CVD721
258,MINOR PROJECT,P,0.0-0.0-6.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,10,0,CVD726
259,MAJOR PROJECT PART-I (CES),X,0.0-0.0-18.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,,,,60,11,CVD757
260,MAJOR PROJECT PART-I (CEC),P,0.0-0.0-18.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,30,30,CVD772
261,MAJOR PROJECT PART-I (CET),P,0.0-0.0-18.0,,KABIR CHAUDRY,shanayaganesh@civil.iitd.ac.in,,,,30,17,CVD777
262,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,,,,25,14,CVD800
263,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,25,17,CVD810
264,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,SAHIL SETTY,krishdivij@civil.iitd.ac.in,,,,30,17,CVD831
265,MAJOR PROJECT PART-I,P,0.0-0.0-18.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,,,,20,15,CVD853
266,MSR MAJOR PROJECT,P,0.0-0.0-72.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,,,,15,4,CVD895
267,ELEMENTS OF SURVEYING,C,3.0-0.0-2.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,TWF 08:00-09:00,,,120,104,CVL111
268,ELEMENTS OF SURVEYING,P,0.0-0.0-2.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,,,,0,0,CVL111P
269,ENGINEERING GEOLOGY,B,3.0-0.0-0.0,,CHIRAG WABLE,catwal@civil.iitd.ac.in,MTh 09:30-11:00,,,120,111,CVL121
270,CIVIL ENGINEERING MATERIALS,H,3.0-0.0-0.0,,AARUSH BUCH,chandranseher@civil.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,120,113,CVL141
271,RC DESIGN,D,3.0-0.0-0.0,,MISHTI GODA,sara09@civil.iitd.ac.in,TWF 09:00-10:00,,,120,117,CVL243
272,CONSTRUCTION MANAGEMENT,H,2.0-0.0-0.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,120,119,CVL245
273,ENGINEERING HYDROLOGY,E,3.0-0.0-2.0,,TRISHA SINGHAL,heerchhabra@civil.iitd.ac.in,TWF 10:00-11:00,,,120,110,CVL282
274,FUNDA. OF GEO. INFO. SYSTEMS,D,2.0-0.0-2.0,,SAMIHA KANDA,mahaldamini@civil.iitd.ac.in,TWF 09:00-10:00,,,30,29,CVL284
275,GEOTECHNICAL ENGINEERING,F,3.0-1.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,TThF 11:00-12:00,MTThF 13:00-14:00,,120,121,CVL321
276,STRUCTURAL ANALYSIS II,B,3.0-0.0-0.0,,SANA DORA,srinivasanchirag@civil.iitd.ac.in,MTh 09:30-11:00,,,120,107,CVL341
277,GROUND ENGINEERING,E,3.0-0.0-0.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,TWF 10:00-11:00,,,50,13,CVL421
278,SOIL DYNAMICS,J,3.0-0.0-0.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,MTF 12:00-13:00,,,50,31,CVL423
279,STRUCTURAL DESIGN,H,3.0-0.0-0.0,,ELA LALLA,nakul80@civil.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,50,46,CVL441
280,COMP. ASPECTS IN WATER RESOUR.,P,1.0-0.0-4.0,,MANNAT GERA,shayak59@civil.iitd.ac.in,,,,30,0,CVL484
281,RIVER MECHANICS,F,2.0-0.0-2.0,,EVA CHOPRA,zara76@civil.iitd.ac.in,TThF 11:00-12:00,,,25,25,CVL485
282,ENGINEERING BEHAVIOUR OF SOILS,B,3.0-0.0-0.0,,DHARMAJAN LOYAL,fbir@civil.iitd.ac.in,MTh 09:30-11:00,,,30,31,CVL700
283,SITE INVESTIGATION AND FOUNDAT,H,3.0-0.0-0.0,,ARADHYA TANK,zainabhakta@civil.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,30,29,CVL701
284,FINITE ELEMENT METHOD IN GEOTE,E,3.0-0.0-0.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,TWF 10:00-11:00,,,60,57,CVL704
285,ENGINEERING PROPERTIES OF ROCK,A,3.0-0.0-0.0,,CHIRAG WABLE,catwal@civil.iitd.ac.in,MTh 08:00-09:30,,,30,31,CVL710
286,STRUCTURAL GEOLOGY,D,3.0-0.0-0.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,TWF 09:00-10:00,,,30,30,CVL711
287,ENVIRONMENTAL ROCK ENGINEERING,B,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,MTh 09:30-11:00,,,30,19,CVL716
288,AIR POLLUTION AND CONTROL,AA,3.0-0.0-0.0,,TARA GOLLA,keyagoda@civil.iitd.ac.in,MTh 14:00-15:30,,,30,26,CVL720
289,WATER ENGINEERING,M,3.0-0.0-0.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,MTh 17:00-18:30,,,30,28,CVL722
290,ENVIRONMENTAL CHEMISTRY AND MI,AD,1.0-0.0-4.0,,HEER KAPADIA,zeeshanbalay@civil.iitd.ac.in,TF 15:30-17:00,,,30,25,CVL725
291,ENVIRONMENTAL CHEMISTRY AND MI,P,0.0-0.0-4.0,,HEER KAPADIA,zeeshanbalay@civil.iitd.ac.in,,,,0,0,CVL725P
292,HYDROLOGIC PROCESSES AND MODEL,A,3.0-0.0-0.0,,AMANI SHAH,kismat54@civil.iitd.ac.in,MTh 08:00-09:30,,,30,22,CVL730
293,OPTIMIZATION TECH. IN WATER RE,B,3.0-0.0-0.0,,DRISHYA SASTRY,kimaya94@civil.iitd.ac.in,MTh 09:30-11:00,,,30,32,CVL731
294,GROUNDWATER HYDROLOGY,E,3.0-0.0-0.0,,SAHIL SETTY,krishdivij@civil.iitd.ac.in,TWF 10:00-11:00,,,30,31,CVL732
295,ECONOMIC ASPECTS OF WA. RE. DE,J,3.0-0.0-0.0,,ADVIK RASTOGI,badal26@civil.iitd.ac.in,MTF 12:00-13:00,,,50,33,CVL738
296,PAVEMENT MATERIALS AND DESIGN,M,3.0-0.0-2.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,MTh 17:00-18:30,,,40,27,CVL740
297,PAVEMENT MATERIALS AND DESIGN,P,3.0-0.0-2.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,,,,0,0,CVL740
298,PAVEMENT MATERIALS AND DESIGN,P,0.0-0.0-2.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,,,,0,0,CVL740P
299,URBAN AND REGIONAL TRANSPORTAT,A,3.0-0.0-2.0,,CHARVI SHUKLA,beraranbir@civil.iitd.ernet.in,MTh 08:00-09:30,,,47,50,CVL741
300,URBAN AND REGIONAL TRANSPORTAT,P,3.0-0.0-2.0,,CHARVI SHUKLA,beraranbir@civil.iitd.ernet.in,,,,0,0,CVL741
301,URBAN AND REGIONAL TRANSPORTAT,P,0.0-0.0-2.0,,CHARVI SHUKLA,beraranbir@civil.iitd.ernet.in,,,,0,0,CVL741P
302,TRAFFIC ENGINEERING,B,3.0-0.0-2.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,MTh 09:30-11:00,,,40,24,CVL742
303,TRAFFIC ENGINEERING,P,3.0-0.0-2.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,,,,0,0,CVL742
304,TRAFFIC ENGINEERING,P,0.0-0.0-2.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,,,,0,0,CVL742P
305,AIRPORT PLANNING AND DESIGN,AA,3.0-0.0-0.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,MTh 14:00-15:30,,,40,40,CVL743
306,TRANSPORTATION SAFETY AND ENVIRONMENT,K,3.0-0.0-0.0,,CHARVI SHUKLA,beraranbir@civil.iitd.ernet.in,"W 12:00-13:00 ,TF 17:00-18:00",,,40,37,CVL747
307,Data Analysis for Transportation Engineering,AC,3.0-0.0-0.0,,AKARSH BERA,kimaya26@civil.iitd.ac.in,TF 14:00-15:30,,,40,13,CVL748
308,INTELLIGENT TRANSPORTATION SYSTEMS,AB,3.0-0.0-0.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,MTh 15:30-17:00,,,40,22,CVL750
309,ADVANCED STRUCTURAL ANALYSIS,D,3.0-0.0-0.0,,INDRANS GOYAL,elakshi79@civil.iitd.ac.in,TWF 09:00-10:00,,,40,42,CVL756
310,FINITE ELEMENT METHODS IN STR,AA,3.0-0.0-0.0,,BIJU KAUL,rupadhyay@civil.iitd.ac.in,MTh 14:00-15:30,,,40,40,CVL757
311,SOLID MECHANICS IN STRUCTURAL,A,3.0-0.0-0.0,,PIHU BASAK,kalitaemir@civil.iitd.ac.in,MTh 08:00-09:30,,,40,45,CVL758
312,STRUCTURAL DYNAMICS,AB,3.0-0.0-0.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,MTh 15:30-17:00,,,40,41,CVL759
313,BLAST RESISTANT DESIGN OF ST.,AD,3.0-0.0-0.0,,INDRANIL GOUR,zkhurana@civil.iitd.ac.in,TF 15:30-17:00,,,40,7,CVL764
314,DESIGN OF BRIDGE STRUCTURES,C,3.0-0.0-0.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,TWF 08:00-09:00,,,40,40,CVL766
315,ADVANCED CONCRETE TECHNOLOGY,AC,3.0-0.0-0.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,TF 14:00-15:30,,,40,70,CVL771
316,CONSTRUCTION PROJECT MANAGEMEN,B,3.0-0.0-0.0,,KABIR CHAUDRY,shanayaganesh@civil.iitd.ac.in,MTh 09:30-11:00,,,70,66,CVL772
317,QUANTITATIVE METHODS IN CONSTR,H,3.0-0.0-0.0,,DAMINI KARI,valaheer@civil.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,70,63,CVL773
318,BUILDING SCIENCE,AD,3.0-0.0-0.0,,DAMINI KARI,valaheer@civil.iitd.ac.in,TF 15:30-17:00,,,40,25,CVL777
319,FORMWORK FOR CONCRETE STRUCTU,AB,3.0-0.0-0.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,MTh 15:30-17:00,,,40,33,CVL779
320,CONSTITUTIVE MODELLING INGEOTECHNICS,D,3.0-0.0-0.0,,ROMIL SACHAR,wgola@civil.iitd.ernet.in,TWF 09:00-10:00,,,30,11,CVL801
321,ENVIRONMENTAL IMPACT ASSESSMENT,AC,3.0-0.0-0.0,,PURAB VISWANATHAN,jbhagat@civil.iitd.ernet.in,TF 14:00-15:30,,,30,49,CVL820
322,THERMAL TECHNIQUES FOR WASTE MANAGEMENT,AB,3.0-0.0-0.0,,AMANI SANKAR,ykeer@civil.iitd.ac.in,MTh 15:30-17:00,,,30,14,CVL823
323,HYDROELECTRIC ENGINEERING,D,3.0-0.0-0.0,,AMANI SHAH,kismat54@civil.iitd.ac.in,TWF 09:00-10:00,,,30,16,CVL832
