S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
164,MAJOR PROJECT PART 1 (CM),Q,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD873
165,MAJOR PROJECT PART 2 (CM),Q,0.0-0.0-32.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD874
166,MINOR DESIGN PROJECT - V,P,0.0-0.0-2.0,,INAAYA  RAY,dalalivana@chemical.iitd.ac.in,,,,35,33,CLD355
167,B. TECH. PROJECT,Q,0.0-0.0-8.0,DC,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,100,16,CLD411
168,MAJOR PROJECT IN ENERGY & ENV.,Q,0.0-0.0-10.0,DE,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,100,0,CLD412
169,MAJOR PROJECT IN COMPLEX FLUID,Q,0.0-0.0-10.0,DE,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,100,2,CLD413
170,"MAJOR PROJ. IN P.E, MOD. & OP.",Q,0.0-0.0-10.0,DE,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,100,0,CLD414
171,MAJOR PROJ IN BIOP. & FINE CH.,Q,0.0-0.0-10.0,DE,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,100,0,CLD415
172,MINOR PROJECT,Q,0.0-0.0-6.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,30,CLD771
173,MAJOR PROJECT - I,Q,0.0-0.0-16.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CLD781
174,MAJOR PROJECT - II,Q,0.0-0.0-24.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,20,CLD782
175,MINOR PROJECT,Q,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,41,CLD880
176,MAJOR PROJECT PARTI,Q,0.0-0.0-16.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,3,CLD881
177,MAJOR PROJECT PARTII,Q,0.0-0.0-24.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,42,CLD882
178,M.S.R. MAJOR PROJECT,P,0.0-0.0-72.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,50,4,CLD895
179,TRANSPORT PHENOMENA,SU1,3.0-1.0-0.0,,MIRAAN BALA,sastrynishith@chemical.iitd.ac.in,,,,0,0,CLL110
180,CHEMICAL ENGG. THERMODYNAMICS,A,3.0-1.0-0.0,,ADVIK BERA,jdua@chemical.iitd.ac.in,MTh 08:00-09:30,MTThF 13:00-14:00,,160,164,CLL121
181,CHEMICAL REACTION ENGG I,D,3.0-1.0-0.0,,DAMINI DATTA,azadbarad@chemical.iitd.ac.in,TWF 09:00-10:00,MTThF 14:00-15:00,,220,200,CLL122
182,FLUID MECHS. FOR CHEM. ENGINEE,F,3.0-1.0-0.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,TThF 11:00-12:00,MTThF 13:00-14:00,,220,194,CLL231
183,HEAT TRANSFER FOR CHEMICAL ENG,B,3.0-1.0-0.0,,IVANA ANDRA,madhav67@chemical.iitd.ac.in,MTh 09:30-11:00,,,220,190,CLL251
184,INTRO TO INDUSTRIAL BIOTECH.,D,3.0-0.0-0.0,,VEER ARORA,romilcheema@chemical.iitd.ac.in,TWF 09:00-10:00,,,160,111,CLL271
185,MASS TRANSFER II,B,3.0-1.0-0.0,,ANYA RANA,jhanvi57@chemical.iitd.ac.in,MTh 09:30-11:00,,,160,109,CLL352
186,INSTRUMENTATION AND AUTOMATION,C,1.0-0.0-3.0,,LAKSHAY DAYAL,aryakiara@chemical.iitd.ac.in,TWF 08:00-09:00,,,130,101,CLL361
187,CHEM. PROCESS TECH.& ECONOMICS,E,3.0-1.0-0.0,,BHAVIN BOASE,dhruv48@chemical.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,160,111,CLL371
188,PROCESS PLANT DESIGN,H,3.0-0.0-0.0,,INAAYA  RAY,dalalivana@chemical.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,40,10,CLL402
189,SAFETY & HAZARDS IN PROC. IND.,B,3.0-0.0-0.0,,ADIRA HALDER,xmadan@chemical.iitd.ernet.in,MTh 09:30-11:00,,,50,50,CLL475
190,MODELLING OF TRANSPORT PROCESS,J,2.0-0.0-0.0,,GATIK KOTA,nayantara69@chemical.iitd.ac.in,MTF 12:00-13:00,,,40,22,CLL701
191,ELECTROCHEM. CONV. & STO. DEV.,B,3.0-0.0-0.0,,SHAAN RAJAN,isinha@chemical.iitd.ernet.in,MTh 09:30-11:00,,,40,26,CLL722
192,HETERO. CATALYSIS & CATA. REA.,E,3.0-0.0-0.0,,ANIRUDDH WALIA,karpevedika@chemical.iitd.ac.in,TWF 10:00-11:00,,,40,41,CLL727
193,Colloids and Aerosols,H,3.0-0.0-0.0,,MANJARI DESHMUKH,usaini@chemical.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,40,46,CLL729
194,ADVANCED TRANSPORT PHENOMENA,C,3.0-0.0-0.0,,SAHIL THAKUR,nvasa@chemical.iitd.ac.in,TWF 08:00-09:00,,,100,101,CLL731
195,ADV. CHE. ENGG. THERMODYNAMICS,AA,3.0-0.0-0.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,MTh 14:00-15:30,,,40,19,CLL732
196,INDUSTRIAL MULTIPHASE REACTORS,A,3.0-0.0-0.0,,SARA RAMAKRISHNAN,riaan23@chemical.iitd.ac.in,MTh 08:00-09:30,,,100,85,CLL733
197,INTERFACIAL ENGINEERING,F,3.0-0.0-0.0,,ALIA MAJUMDAR,kanavkapoor@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,48,CLL766
198,STRUCTURES & PROP. OF POLYMERS,B,3.0-0.0-0.0,,MEHUL KALLA,gollabiju@chemical.iitd.ac.in,MTh 09:30-11:00,,,40,13,CLL767
199,FUNDAMENTALS OF COMP. FLUID DY,D,2.0-0.0-2.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,TWF 09:00-10:00,,,50,31,CLL768
200,TRANS. PHEN. IN COMPLEX FLUIDS,E,3.0-0.0-0.0,,GATIK KOTA,nayantara69@chemical.iitd.ac.in,TWF 10:00-11:00,,,40,7,CLL772
201,PROCESS OPTIMIZATION,H,3.0-0.0-0.0,,JIVIN DUGAL,sahabaiju@chemical.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,45,44,CLL782
202,FINE CHEMICALS TECHNOLOGY,E,3.0-0.0-0.0,,MIRAAN BALA,sastrynishith@chemical.iitd.ac.in,TWF 10:00-11:00,,,50,61,CLL786
203,PROCESS DATA ANALYTICS,F,3.0-0.0-0.0,,LAKSHAY DAYAL,aryakiara@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,49,CLL788
204,CHEMICAL PRODUCT & PRO. INTE.,D,3.0-0.0-0.0,,DAMINI CHOPRA,anahitachauhan@chemical.iitd.ac.in,TWF 09:00-10:00,,,40,13,CLL791
205,MEMBRANE SCIENCE & ENGINEERING,F,3.0-0.0-0.0,,MAHIKA DASGUPTA,gsule@chemical.iitd.ac.in,TThF 11:00-12:00,,,40,39,CLL793
206,SEL. TOPICS IN CHEM. ENGG. - I,D,3.0-0.0-0.0,,RYAN MANI,seshadribiju@chemical.iitd.ac.in,TWF 09:00-10:00,,,40,40,CLL798
207,CHEMICAL ENGINEERING LAB I,E,0.0-0.0-3.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,180,164,CLP301
208,CHEMICAL ENGINEERING LAB - II,P,0.0-0.0-3.0,,MANJARI DESHMUKH,usaini@chemical.iitd.ac.in,,,,0,0,CLP302
209,CHEMICAL ENGINEERING LAB - III,F,0.0-0.0-3.0,,DAMINI DATTA,azadbarad@chemical.iitd.ac.in,,,,130,114,CLP303
210,TECHNICAL COMMUNICATION FOR CHEMICAL ENGINEERS,Q,0.0-0.0-2.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,,,,80,75,CLP704
211,SEMINAR COURSE - I,P,0.0-0.0-2.0,,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,35,39,CLQ301
212,SEMINAR COURSE - II,P,0.0-0.0-2.0,,ALIA MAJUMDAR,kanavkapoor@chemical.iitd.ac.in,,,,0,37,CLQ302
213,RECENT  ADV. IN CHEMICAL ENGG.,J,2.0-0.0-0.0,,ANIRUDDH WALIA,karpevedika@chemical.iitd.ac.in,MTF 12:00-13:00,,,40,9,CLV797
214,PROJECT PART II,P,0.0-0.0-20.0,,MOHANLAL WALI,xreddy@chemistry.iitd.ac.in,,,,80,50,CMD641
215,MAJOR  PROJECT PART - II,P,0.0-0.0-18.0,,MANIKYA DUBE,kandabhamini@chemistry.iitd.ac.in,,,,80,7,CMD807
216,INTRODUCTION TO CHEMISTRY,C,3.0-1.0-0.0,,TUSHAR SHAH,xkhalsa@chemistry.iitd.ac.in,TWF 08:00-09:00,,,600,0,CML101
217,CHEMICAL SYNT. OF FUNC. METER.,SU1,3.0-0.0-0.0,,NITARA CHEEMA,ivan96@chemistry.iitd.ac.in,,,,0,0,CML102
218,MOLECULAR THERMODYNAMICS,C,3.0-0.0-0.0,,AAINA KAPOOR,jivinghose@chemistry.iitd.ac.in,TWF 08:00-09:00,,,80,83,CML521
219,CHEMICAL DYNA. & SURFACE CHEM.,F,3.0-0.0-0.0,,YUVRAJ  BALAN,talwaralia@chemistry.iitd.ac.in,TThF 11:00-12:00,,,80,66,CML522
220,ORGANIC SYNTHESIS,D,3.0-0.0-0.0,,YASHVI BARIA,parinaaz25@chemistry.iitd.ac.in,TWF 09:00-10:00,,,80,66,CML523
221,TRAN. & INNER TRAN. METAL CHE.,A,3.0-0.0-0.0,,AARUSH LALLA,karadvik@chemistry.iitd.ac.in,MTh 08:00-09:30,,,80,66,CML524
222,BASIC ORGANOMETALIC CHEMISTRY,B,3.0-0.0-0.0,,JIVIN ARYA,biju39@chemistry.iitd.ac.in,MTh 09:30-11:00,,,80,66,CML525
223,STR. & FUNC. OF CELLULAR BIOM.,E,3.0-0.0-0.0,,HRIDAAN KALITA,neysabakshi@chemistry.iitd.ac.in,TWF 10:00-11:00,,,80,65,CML526
224,BIOPHYSICAL CHEMISTRY,D,3.0-0.0-0.0,,RANIA BAINS,rania25@chemistry.iitd.ernet.in,TWF 09:00-10:00,,,80,4,CML665
225,SUPRAMOLECULAR CHEMISTRY,AB,3.0-0.0-0.0,,DHRUV BATH,kiararavi@chemistry.iitd.ernet.in,MTh 15:30-17:00,,,50,2,CML671
226,BIO-ORGANIC AND MEDICINAL CHEMISTRY,F,3.0-0.0-0.0,,RAGHAV BAINS,nakulsridhar@chemistry.iitd.ac.in,TThF 11:00-12:00,,,50,5,CML673
227,CHEMISTRY OF HETEROCYCLIC COMPOUNDS,AD,3.0-0.0-0.0,,DIVIJ DASS,mannat81@chemistry.iitd.ac.in,TF 15:30-17:00,,,80,17,CML675
228,INORGANIC POLYMERS,E,3.0-0.0-0.0,,GATIK AGARWAL,jshah@chemistry.iitd.ac.in,TWF 10:00-11:00,,,80,31,CML682
229,SYNTHESIS OF INDUSTRIALLY IMPO,AB,3.0-0.0-0.0,,SAMIHA LUTHRA,ehsaankarpe@chemistry.iitd.ac.in,MTh 15:30-17:00,,,50,20,CML724
230,MATERIAL CHARACTERIZATION,AC,3.0-0.0-0.0,,NITARA CHEEMA,ivan96@chemistry.iitd.ac.in,TF 14:00-15:30,,,70,40,CML729
231,APPLIED SPECTROSCOPY,E,3.0-0.0-0.0,,MANIKYA DUBE,kandabhamini@chemistry.iitd.ac.in,TWF 10:00-11:00,,,80,32,CML737
232,APPLICATIONS OF P-BLOCK ELEMEN,F,3.0-0.0-0.0,,RIYA KOTA,aarnavala@chemistry.iitd.ac.in,TThF 11:00-12:00,,,80,13,CML738
233,CHEMISTRY OF HETEROCYCLIC COMP,AD,3.0-0.0-0.0,,DIVIJ DASS,mannat81@chemistry.iitd.ac.in,TF 15:30-17:00,,,80,22,CML740
234,ORGANO AND ORGANOMETALLIC CATA,D,3.0-0.0-0.0,,DARSHIT DHAWAN,sharafyakshit@chemistry.iitd.ac.in,TWF 09:00-10:00,,,80,11,CML741
235,REAGENTS IN SYNTHETIC TRANSFOR,H,3.0-0.0-0.0,,TIYA GALA,wsachdeva@chemistry.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,80,32,CML742
236,MOLECULAR MODELLING AND SIMULA,B,3.0-0.0-0.0,,INDRANS SHARAF,dishanivirk@chemistry.iitd.ac.in,MTh 09:30-11:00,,,50,13,CML801
237,CHEMISTRY LABORATORY,P,0.0-0.0-4.0,,TIYA GALA,wsachdeva@chemistry.iitd.ac.in,,,,600,6,CMP100
238,LAB III,P,0.0-0.0-4.0,,RIAAN DARA,mandsara@chemistry.iitd.ac.in,,,,80,66,CMP521
239,LAB IV,P,0.0-0.0-4.0,,HRIDAAN KALITA,neysabakshi@chemistry.iitd.ac.in,,,,80,66,CMP522
240,INSTRUMENTATION LABORATORY,P,0.0-0.0-6.0,,CHIRAG SRIVASTAVA,swagle@chemistry.iitd.ac.in,,,,50,8,CMP728
241,SEMINAR IN CONSTRUCTION TECHNO,P,0.0-0.0-2.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,30,30,CVC772
242,BTECH PROJECT PART 1,P,0.0-0.0-8.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,,,,120,23,CVD411
243,BTECH PROJECT PART 2,P,0.0-0.0-12.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,,,,120,9,CVD412
244,MINOR PROJECT,P,0.0-0.0-6.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,,,,5,0,CVD700
245,MINOR PROJECT,P,0.0-0.0-6.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,5,1,CVD710
246,MAJOR THESIS PART-I,M,0.0-0.0-12.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,24,0,CVD720
247,MAJOR THESIS PART-II,M,0.0-0.0-24.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,25,5,CVD721
248,MAJOR PROJECT PART-II (CES),P,0.0-0.0-18.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,,,,40,22,CVD758
249,MAJOR PROJECT PART-II (CEC),P,0.0-0.0-24.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,40,30,CVD773
250,MAJOR PROJECT PART-II (CET),P,0.0-0.0-24.0,,KABIR CHAUDRY,shanayaganesh@civil.iitd.ac.in,,,,40,13,CVD778
251,MAJOR THESIS PART-II,P,0.0-0.0-24.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,,,,25,9,CVD801
252,MAJOR PROJECT PART-II (CEU),P,0.0-0.0-24.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,25,11,CVD811
253,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,SAHIL SETTY,krishdivij@civil.iitd.ac.in,,,,30,6,CVD832
254,MAJOR PROJECT PART-I,P,0.0-0.0-18.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,,,,1,1,CVD853
255,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,,,,25,9,CVD854
256,MSR MAJOR PROJECT,P,0.0-0.0-72.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,,,,5,1,CVD895
257,ENVIRONMENTAL SCIENCE,C,2.0-0.0-0.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,TWF 08:00-09:00,,,0,0,CVL100
258,ELEMENTS OF SURVEYING,P,0.0-0.0-2.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,,,,0,0,CVL111P
259,ENGINEERING GEOLOGY,SU1,3.0-0.0-0.0,,CHIRAG WABLE,catwal@civil.iitd.ac.in,,,,0,0,CVL121
260,ENVIRONMENTAL ENGINEERING,B,3.0-0.0-2.0,,HEER KAPADIA,zeeshanbalay@civil.iitd.ac.in,MTh 09:30-11:00,,,120,100,CVL212
261,SOIL MECHANICS,F,3.0-0.0-0.0,,DHARMAJAN LOYAL,fbir@civil.iitd.ac.in,TThF 11:00-12:00,,,120,103,CVL222
262,STRUCTURAL ANALYSIS I,D,3.0-0.0-0.0,,ROMIL GILL,rohanbaria@civil.iitd.ac.in,TWF 09:00-10:00,,,120,107,CVL242
263,RC DESIGN,SU1,3.0-0.0-0.0,,MISHTI GODA,sara09@civil.iitd.ac.in,,,,0,0,CVL243
264,CONSTRUCTION PRACTICES,C,2.0-0.0-0.0,,KABIR CHAUDRY,shanayaganesh@civil.iitd.ac.in,TWF 08:00-09:00,,,120,86,CVL244
265,CONSTRUCTION MANAGEMENT,SU2,2.0-0.0-0.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,0,0,CVL245
266,INTRO. TO TRANSPORTATION ENGG.,B,3.0-0.0-0.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,MTh 09:30-11:00,,,120,108,CVL261
267,HYDRAULICS,E,3.0-1.0-0.0,,PRANAY RATTI,urvilata@civil.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,120,121,CVL281
268,AIR AND NOISE POLLUTION,A,3.0-0.0-0.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,MTh 08:00-09:30,,,40,38,CVL313
269,STEEL DESIGN,D,3.0-0.0-0.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,TWF 09:00-10:00,,,120,110,CVL342
270,DESIGN OF HYDRAULIC STRUCTURES,E,3.0-0.0-2.0,,MANNAT GERA,shayak59@civil.iitd.ac.in,TWF 10:00-11:00,,,120,105,CVL381
271,GROUNDWATER,H,2.0-0.0-0.0,,SAHIL SETTY,krishdivij@civil.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,30,37,CVL382
272,DESIGN OF FOUN. & RET. STRUCT.,J,3.0-0.0-0.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,MTF 12:00-13:00,,,40,41,CVL431
273,PRESTRESSED CON. & IND. STRUC.,H,3.0-0.0-0.0,,ELA LALLA,nakul80@civil.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,40,40,CVL443
274,WATER POWER ENGINEERING,AB,2.0-0.0-2.0,,ADVIK RASTOGI,badal26@civil.iitd.ac.in,MTh 15:30-17:00,,,30,33,CVL482
275,GROUND IMPROVEMENT AND GEOSYNTHETICS,F,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,TThF 11:00-12:00,,,30,19,CVL702
276,GEOENVIRONMENTAL ENGINEERING,H,3.0-0.0-0.0,,ARADHYA TANK,zainabhakta@civil.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,30,22,CVL703
277,SLOPES AND RETAINING STRUCTURES,E,3.0-0.0-0.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,TWF 10:00-11:00,,,30,21,CVL705
278,SOIL DYNAMICS AND EARTHQUAKE GEOTECHNICAL ENGG.,B,3.0-0.0-0.0,,ROMIL SACHAR,wgola@civil.iitd.ernet.in,MTh 09:30-11:00,,,30,18,CVL706
279,SLOPES AND FOUNDATIONS,E,3.0-0.0-0.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,TWF 10:00-11:00,,,30,20,CVL712
280,ANALYSIS AND DESIGN OF UNDERGROUND STRUCTURES,D,3.0-0.0-0.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,TWF 09:00-10:00,,,30,19,CVL713
281,FIELD EXPLORATION AND GEOTECHNICAL PROCESSES,B,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,MTh 09:30-11:00,,,30,22,CVL714
282,EXCAVATION METHODS & UNDERGROUND SPACE TECHNOLOGY,A,3.0-0.0-0.0,,CHIRAG WABLE,catwal@civil.iitd.ac.in,MTh 08:00-09:30,,,40,21,CVL715
283,SOLID WASTE ENGINEERING,F,3.0-0.0-0.0,,AMANI SANKAR,ykeer@civil.iitd.ac.in,TThF 11:00-12:00,,,50,50,CVL721
284,WASTE WATER ENGINEERING,M,3.0-0.0-0.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,MTh 17:00-18:30,,,40,24,CVL723
285,ENVIRONMENTAL SYSTEMS ANALYSIS,C,3.0-0.0-0.0,,PURAB VISWANATHAN,jbhagat@civil.iitd.ernet.in,TWF 08:00-09:00,,,40,48,CVL724
286,ENVIRONMENTAL QUALITY MODELING,A,3.0-0.0-0.0,,TARA GOLLA,keyagoda@civil.iitd.ac.in,MTh 08:00-09:30,,,40,22,CVL728
287,STOCHASTIC HYDROLOGY,E,2.0-0.0-2.0,,TRISHA SINGHAL,heerchhabra@civil.iitd.ac.in,TWF 10:00-11:00,,,30,29,CVL733
288,ADVANCED HYDRAULICS,D,3.0-0.0-0.0,,EVA CHOPRA,zara76@civil.iitd.ac.in,TWF 09:00-10:00,,,30,21,CVL734
289,FINITE ELEMENT IN WATER RESOU.,J,3.0-0.0-0.0,,AARUSH LANKA,pihu58@civil.iitd.ac.in,MTF 12:00-13:00,,,30,0,CVL735
290,PUBLIC TRANSPORTATION SYSTEMS,F,3.0-0.0-0.0,,AKARSH BERA,kimaya26@civil.iitd.ac.in,TThF 11:00-12:00,,,30,33,CVL746
291,Data Analysis for Transportation Engineering,B,3.0-0.0-0.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,MTh 09:30-11:00,,,30,18,CVL748
292,THEORY OF CONCRETE STRUCTURES,AA,3.0-0.0-0.0,,MANIKYA MADAN,reyanshbatta@civil.iitd.ac.in,MTh 14:00-15:30,,,40,18,CVL760
293,THEORY OF STEEL STRUCTURES,AB,3.0-0.0-0.0,,SANA DORA,srinivasanchirag@civil.iitd.ac.in,MTh 15:30-17:00,,,40,18,CVL761
294,EARTHQUAKE ANALYSIS AND DESIGN,A,3.0-0.0-0.0,,INDRANIL GOUR,zkhurana@civil.iitd.ac.in,MTh 08:00-09:30,,,40,25,CVL762
295,DESIGN OF TALL BUILDINGS,C,3.0-0.0-0.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,TWF 08:00-09:00,,,40,19,CVL769
296,CONSTRUCTION CONTRACT MGMT.,AA,3.0-0.0-0.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,MTh 14:00-15:30,,,50,51,CVL774
297,CONSTRUCTION ECONOMICS AND FI,B,3.0-0.0-0.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,MTh 09:30-11:00,,,60,24,CVL775
298,CONSTRUCTION PRACTICES AND EQ,AC,3.0-0.0-0.0,,BIJU KAUL,rupadhyay@civil.iitd.ac.in,TF 14:00-15:30,,,70,71,CVL776
299,BUILDING SERVICES AND MAINTENA,AB,3.0-0.0-0.0,,DAMINI KARI,valaheer@civil.iitd.ac.in,MTh 15:30-17:00,,,40,23,CVL778
300,FUNDAMENTAL OF AEROSOL: HEALTH AND CLIMATE CHANGE,J,3.0-0.0-0.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,MTF 12:00-13:00,,,40,3,CVL825
301,GROUNDWATER FLOW AND POLLUTION MODELING,F,3.0-0.0-0.0,,DRISHYA SASTRY,kimaya94@civil.iitd.ac.in,TThF 11:00-12:00,,,30,27,CVL830
302,WATER RESOURCES SYSTEMS,A,3.0-0.0-0.0,,AMANI SHAH,kismat54@civil.iitd.ac.in,MTh 08:00-09:30,,,30,8,CVL833
303,GEOGRAPHIC INFORMATION SYSTEMS,H,2.0-0.0-2.0,,SAMIHA KANDA,mahaldamini@civil.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,30,34,CVL838
304,TRANSPORTATION INFRASTRUCTURE,M,3.0-0.0-0.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,MTh 17:00-18:30,,,30,18,CVL844
305,TRANSPORTATION ECONOMICS,A,3.0-0.0-0.0,,CHARVI SHUKLA,beraranbir@civil.iitd.ernet.in,MTh 08:00-09:30,,,30,45,CVL847
306,TRAFFIC FLOW MODELLING,AB,3.0-0.0-0.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,MTh 15:30-17:00,,,30,8,CVL849
307,TRANSPORTATION LOGISTICS,AA,3.0-0.0-0.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,MTh 14:00-15:30,,,30,19,CVL850
308,ANALYSIS & DESIGN OF M/C FOU.,D,3.0-0.0-0.0,,INDRANS GOYAL,elakshi79@civil.iitd.ac.in,TWF 09:00-10:00,,,40,17,CVL861
309,Atomistic and multiscale modeling of materials,AD,3.0-0.0-0.0,,PIHU BASAK,kalitaemir@civil.iitd.ac.in,TF 15:30-17:00,,,40,14,CVL867
310,SUSTAINABLE MATERIALS AND GREE,AD,3.0-0.0-0.0,,DAMINI KARI,valaheer@civil.iitd.ac.in,TF 15:30-17:00,,,40,28,CVL875
311,ENGINEERING GEOLOGY LABORATORY,S1,0.0-0.0-2.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,,,,0,0,CVP121
312,SOIL MECHANICS LABORATORY,P,0.0-0.0-2.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,0,0,CVP222
313,STRUCT. & MAT. (CONCRETE) LAB,SU1,0.0-0.0-3.0,,BIJU KAUL,rupadhyay@civil.iitd.ac.in,,,,0,0,CVP243
314,STRUCT. & MAT. (CONCRETE) LAB,SU2,0.0-0.0-3.0,,MISHTI GODA,sara09@civil.iitd.ac.in,,,,0,0,CVP243
315,TRANSPORTATION ENGG. LABORATOR,P,0.0-0.0-2.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,,,,0,0,CVP261
316,HYDRAULICS LABORATORY,P,0.0-0.0-2.0,,EVA CHOPRA,zara76@civil.iitd.ac.in,,,,120,111,CVP281
317,GEOTECHNICAL ENGINEERING LAB,P,0.0-0.0-2.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,,,,0,0,CVP321
318,STRUCTURES & MATERIAL LAB,SU1,0.0-0.0-2.0,,BIJU KAUL,rupadhyay@civil.iitd.ac.in,,,,0,0,CVP342
319,STRUCTURES & MATERIAL LAB,SU2,0.0-0.0-2.0,,MISHTI GODA,sara09@civil.iitd.ac.in,,,,0,0,CVP342
320,STRUCTURAL DESIGN & DETAILING,P,0.0-0.0-3.0,,PIHU BASAK,kalitaemir@civil.iitd.ac.in,,,,120,89,CVP441
321,SIMULATION LABORATORY-I,P,0.0-0.0-3.0,,AARUSH LANKA,pihu58@civil.iitd.ac.in,,,,30,21,CVP730
322,SIMULATION LABORATORY-II,P,0.0-0.0-3.0,,MANNAT GERA,shayak59@civil.iitd.ac.in,,,,30,20,CVP731
323,CIVIL ENGINEERING SEMINAR,P,0.0-0.0-2.0,,ADVIK RASTOGI,badal26@civil.iitd.ac.in,,,,120,126,CVQ301
324,DESIGN PROJECT,P,0.0-0.0-4.0,,FARHAN BANDI,aptevihaan@cse.iitd.ac.in,,,,30,6,COD300
325,MINI PROJECT,P,0.0-0.0-6.0,,FARHAN BANDI,aptevihaan@cse.iitd.ac.in,,,,30,23,COD310
326,B.TECH PROJECT PART 1,P,0.0-0.0-12.0,,SAIRA TATA,zarasoman@cse.iitd.ac.in,,,,120,24,COD492
