S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
164,RURAL VALUE CHAIN FOR HOLISTIC DEVELOPMENT,E,2.0-0.0-2.0,,DHARMAJAN KAPADIA,suleahana@rdat.iitd.ac.in,TWF 10:00-11:00,,,40,29,RDL770
165,"WOMEN,TECHNOLOGY AND DEVELOPMENT",H,2.0-0.0-2.0,,ABRAM KOHLI,hazel70@rdat.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,37,RDL807
166,SEMINAR COURSE - II,X,0.0-0.0-2.0,,ADVIKA SUBRAMANIAM,zbabu@rdat.iitd.ac.in,,,,30,32,RDQ302
167,SEMINAR COURSE - III,X,0.0-0.0-2.0,,YUVAAN RAMASWAMY,pihu31@rdat.iitd.ac.in,,,,30,32,RDQ303
168,SEMINAR COURSE-V,X,0.0-0.0-2.0,,DHARMAJAN KAPADIA,suleahana@rdat.iitd.ac.in,,,,30,32,RDQ305
169,MINOR PROJECT,Q,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD771
170,MAJOR PROJECT PART 1 (CM),Q,0.0-0.0-12.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD871
171,MAJOR PROJECT PART II (CM),Q,0.0-0.0-28.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD872
172,MAJOR PROJECT PART 1 (CM),Q,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD873
173,MAJOR PROJECT PART 2 (CM),Q,0.0-0.0-32.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD874
174,MODERN SEPARATION PROCESSES,X,3.0-1.0-0.0,,ANYA RANA,jhanvi57@chemical.iitd.ac.in,,,,0,0,CHL353
175,ADVANCED CHEMICAL ENGG. THERMODYNAICS,X,3.0-0.0-2.0,,ANYA RANA,jhanvi57@chemical.iitd.ac.in,,,,0,0,CHL721
176,ENVIRONMENTAL ENGG. AND WASTE MANAGEMENT,X,3.0-1.0-0.0,,ANYA RANA,jhanvi57@chemical.iitd.ac.in,,,,0,0,CHL724
177,B. TECH. PROJECT,Q,0.0-0.0-8.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,100,10,CLD411
178,MAJOR PROJECT IN ENERGY & ENV.,Q,0.0-0.0-10.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,100,1,CLD412
179,MAJOR PROJECT IN COMPLEX FLUID,Q,0.0-0.0-10.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,100,0,CLD413
180,"MAJOR PROJ. IN P.E, MOD. & OP.",Q,0.0-0.0-10.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,100,1,CLD414
181,MAJOR PROJ IN BIOP. & FINE CH.,Q,0.0-0.0-10.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,,,,100,0,CLD415
182,MINOR PROJECT,Q,0.0-0.0-6.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,30,CLD771
183,MAJOR PROJECT - I,Q,0.0-0.0-16.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,1,CLD781
184,MAJOR PROJECT - II,Q,0.0-0.0-24.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,19,CLD782
185,MINOR PROJECT,Q,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,41,CLD880
186,MAJOR PROJECT PARTI,Q,0.0-0.0-16.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,3,CLD881
187,MAJOR PROJECT PARTII,Q,0.0-0.0-24.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,38,CLD882
188,M.S.R. MAJOR PROJECT,P,0.0-0.0-72.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,50,6,CLD895
189,CHEMICAL ENGG. THERMODYNAMICS,A,3.0-1.0-0.0,,ADVIK BERA,jdua@chemical.iitd.ac.in,MTh 08:00-09:30,MTThF 13:00-14:00,,160,149,CLL121
190,CHEMICAL REACTION ENGG I,D,3.0-1.0-0.0,,DAMINI DATTA,azadbarad@chemical.iitd.ac.in,TWF 09:00-10:00,MTThF 14:00-15:00,,220,201,CLL122
191,INTRODUCTION TO MATERIALS,X,3.0-0.0-0.0,,SHAAN RAJAN,isinha@chemical.iitd.ernet.in,,,,0,0,CLL141
192,CHEMICAL REACTION ENGG - II,X,3.0-0.0-0.0,,SARA RAMAKRISHNAN,riaan23@chemical.iitd.ac.in,,,,0,0,CLL222
193,FLUID MECHS. FOR CHEM. ENGINEE,F,3.0-1.0-0.0,,HAZEL DESHMUKH,mghosh@chemical.iitd.ac.in,TThF 11:00-12:00,MTThF 13:00-14:00,,220,193,CLL231
194,HEAT TRANSFER FOR CHEMICAL ENG,B,3.0-1.0-0.0,,IVANA ANDRA,madhav67@chemical.iitd.ac.in,MTh 09:30-11:00,,,220,192,CLL251
195,INTRO TO INDUSTRIAL BIOTECH.,D,3.0-0.0-0.0,,VEER ARORA,romilcheema@chemical.iitd.ac.in,TWF 09:00-10:00,,,160,133,CLL271
196,MASS TRANSFER II,B,3.0-1.0-0.0,,ANYA RANA,jhanvi57@chemical.iitd.ac.in,MTh 09:30-11:00,,,160,142,CLL352
197,INSTRUMENTATION AND AUTOMATION,C,1.0-0.0-3.0,,LAKSHAY DAYAL,aryakiara@chemical.iitd.ac.in,TWF 08:00-09:00,,,130,139,CLL361
198,CHEM. PROCESS TECH.& ECONOMICS,E,3.0-1.0-0.0,,BHAVIN BOASE,dhruv48@chemical.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,160,132,CLL371
199,PROCESS PLANT DESIGN,H,3.0-0.0-0.0,,INAAYA  RAY,dalalivana@chemical.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,40,6,CLL402
200,SAFETY & HAZARDS IN PROC. IND.,B,3.0-0.0-0.0,,ADIRA HALDER,xmadan@chemical.iitd.ernet.in,MTh 09:30-11:00,,,50,45,CLL475
201,MODELLING OF TRANSPORT PROCESS,J,2.0-0.0-0.0,,GATIK KOTA,nayantara69@chemical.iitd.ac.in,MTF 12:00-13:00,,,40,16,CLL701
202,ELECTROCHEM. CONV. & STO. DEV.,B,3.0-0.0-0.0,,SHAAN RAJAN,isinha@chemical.iitd.ernet.in,MTh 09:30-11:00,,,50,25,CLL722
203,HETERO. CATALYSIS & CATA. REA.,E,3.0-0.0-0.0,,ANIRUDDH WALIA,karpevedika@chemical.iitd.ac.in,TWF 10:00-11:00,,,50,45,CLL727
204,Colloids and Aerosols,H,3.0-0.0-0.0,,MANJARI DESHMUKH,usaini@chemical.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,50,49,CLL729
205,ADVANCED TRANSPORT PHENOMENA,C,3.0-0.0-0.0,,SAHIL THAKUR,nvasa@chemical.iitd.ac.in,TWF 08:00-09:00,,,100,80,CLL731
206,ADV. CHE. ENGG. THERMODYNAMICS,AA,3.0-0.0-0.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,MTh 14:00-15:30,,,40,6,CLL732
207,INDUSTRIAL MULTIPHASE REACTORS,A,3.0-0.0-0.0,,SARA RAMAKRISHNAN,riaan23@chemical.iitd.ac.in,MTh 08:00-09:30,,,100,81,CLL733
208,INTERFACIAL ENGINEERING,F,3.0-0.0-0.0,,ALIA MAJUMDAR,kanavkapoor@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,51,CLL766
209,STRUCTURES & PROP. OF POLYMERS,B,3.0-0.0-0.0,,MEHUL KALLA,gollabiju@chemical.iitd.ac.in,MTh 09:30-11:00,,,40,19,CLL767
210,FUNDAMENTALS OF COMP. FLUID DY,D,2.0-0.0-2.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,TWF 09:00-10:00,,,50,22,CLL768
211,TRANS. PHEN. IN COMPLEX FLUIDS,E,3.0-0.0-0.0,,GATIK KOTA,nayantara69@chemical.iitd.ac.in,TWF 10:00-11:00,,,40,19,CLL772
212,PROCESS OPTIMIZATION,H,3.0-0.0-0.0,,JIVIN DUGAL,sahabaiju@chemical.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,50,27,CLL782
213,PROCESS DATA ANALYTICS,F,3.0-0.0-0.0,,LAKSHAY DAYAL,aryakiara@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,54,CLL788
214,CHEMICAL PRODUCT & PRO. INTE.,D,3.0-0.0-0.0,,DAMINI CHOPRA,anahitachauhan@chemical.iitd.ac.in,TWF 09:00-10:00,,,45,43,CLL791
215,MEMBRANE SCIENCE & ENGINEERING,F,3.0-0.0-0.0,,MAHIKA DASGUPTA,gsule@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,49,CLL793
216,CHEMICAL ENGINEERING LAB - II,P,0.0-0.0-3.0,,MANJARI DESHMUKH,usaini@chemical.iitd.ac.in,,,,200,191,CLP302
217,TECHNICAL COMMUNICATION FOR CHEMICAL ENGINEERS,Q,0.0-0.0-2.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,,,,80,57,CLP704
218,SEMINAR COURSE - I,P,0.0-0.0-2.0,,INAAYA  RAY,dalalivana@chemical.iitd.ac.in,,,,40,43,CLQ301
219,PROJECT PART II,P,0.0-0.0-20.0,,MOHANLAL WALI,xreddy@chemistry.iitd.ac.in,,,,100,66,CMD641
220,MAJOR  PROJECT PART - II,P,0.0-0.0-18.0,,MANIKYA DUBE,kandabhamini@chemistry.iitd.ac.in,,,,100,6,CMD807
221,MOLECULAR THERMODYNAMICS,C,3.0-0.0-0.0,,IRA DUTT,aayushsaini@chemistry.iitd.ac.in,TWF 08:00-09:00,,,80,72,CML521
222,CHEMICAL DYNA. & SURFACE CHEM.,F,3.0-0.0-0.0,,YUVRAJ  BALAN,talwaralia@chemistry.iitd.ac.in,TThF 11:00-12:00,,,80,65,CML522
223,ORGANIC SYNTHESIS,D,3.0-0.0-0.0,,DARSHIT DHAWAN,sharafyakshit@chemistry.iitd.ac.in,TWF 09:00-10:00,,,80,65,CML523
224,TRAN. & INNER TRAN. METAL CHE.,A,3.0-0.0-0.0,,AARUSH LALLA,karadvik@chemistry.iitd.ac.in,MTh 08:00-09:30,,,80,65,CML524
225,BASIC ORGANOMETALIC CHEMISTRY,B,3.0-0.0-0.0,,RIYA KOTA,aarnavala@chemistry.iitd.ac.in,MTh 09:30-11:00,,,80,65,CML525
226,STR. & FUNC. OF CELLULAR BIOM.,E,3.0-0.0-0.0,,HRIDAAN KALITA,neysabakshi@chemistry.iitd.ac.in,TWF 10:00-11:00,,,80,65,CML526
227,SOLID STATE CHEMISTRY,H,3.0-0.0-0.0,,NITARA CHEEMA,ivan96@chemistry.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,80,1,CML661
228,STA. MECH. & MOL. SIM. METHODS,B,3.0-0.0-0.0,,TUSHAR SHAH,xkhalsa@chemistry.iitd.ac.in,MTh 09:30-11:00,,,80,0,CML662
229,BIOPHYSICAL CHEMISTRY,D,3.0-0.0-0.0,,RANIA BAINS,rania25@chemistry.iitd.ernet.in,TWF 09:00-10:00,,,80,4,CML665
230,Organic Chemistry of Biological Systems,AB,3.0-0.0-0.0,,DHRUV BATH,kiararavi@chemistry.iitd.ernet.in,MTh 15:30-17:00,,,50,0,CML670
231,SUPRAMOLECULAR CHEMISTRY,AB,3.0-0.0-0.0,,DHRUV BATH,kiararavi@chemistry.iitd.ernet.in,MTh 15:30-17:00,,,50,0,CML671
232,BIO-ORGANIC AND MEDICINAL CHEMISTRY,F,3.0-0.0-0.0,,RAGHAV BAINS,nakulsridhar@chemistry.iitd.ac.in,TThF 11:00-12:00,,,50,6,CML673
233,CHEMISTRY OF HETEROCYCLIC COMPOUNDS,AD,3.0-0.0-0.0,,DRISHYA SURESH,tkari@chemistry.iitd.ac.in,TF 15:30-17:00,,,80,8,CML675
234,INORGANIC POLYMERS,E,3.0-0.0-0.0,,GATIK AGARWAL,jshah@chemistry.iitd.ac.in,TWF 10:00-11:00,,,80,29,CML682
235,PRINCIPLES AND PRACTICE OF NMR,C,3.0-0.0-0.0,,HANSH BUTALA,sethreyansh@chemistry.iitd.ac.in,TWF 08:00-09:00,,,80,22,CML723
236,SYNTHESIS OF INDUSTRIALLY IMPO,AB,3.0-0.0-0.0,,SAMIHA LUTHRA,ehsaankarpe@chemistry.iitd.ac.in,MTh 15:30-17:00,,,70,59,CML724
237,MATERIAL CHARACTERIZATION,AC,3.0-0.0-0.0,,BHAMINI BARMAN,shanayaraju@chemistry.iitd.ac.in,TF 14:00-15:30,,,80,54,CML729
238,CHEMISTRY OF NANOSTRUCTURED  M,J,3.0-0.0-0.0,,RENEE CHAUDHRY,kdass@chemistry.iitd.ac.in,MTF 12:00-13:00,,,80,14,CML734
239,APPLIED SPECTROSCOPY,E,3.0-0.0-0.0,,MANIKYA DUBE,kandabhamini@chemistry.iitd.ac.in,TWF 10:00-11:00,,,80,34,CML737
240,APPLICATIONS OF P-BLOCK ELEMEN,F,3.0-0.0-0.0,,JIVIN ARYA,biju39@chemistry.iitd.ac.in,TThF 11:00-12:00,,,80,13,CML738
241,CHEMISTRY OF HETEROCYCLIC COMP,AD,3.0-0.0-0.0,,DRISHYA SURESH,tkari@chemistry.iitd.ac.in,TF 15:30-17:00,,,50,4,CML740
242,ORGANO AND ORGANOMETALLIC CATA,D,3.0-0.0-0.0,,RIAAN DARA,mandsara@chemistry.iitd.ac.in,TWF 09:00-10:00,,,80,3,CML741
243,REAGENTS IN SYNTHETIC TRANSFOR,H,3.0-0.0-0.0,,TIYA GALA,wsachdeva@chemistry.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,80,1,CML742
244,MOLECULAR MODELLING AND SIMULA,B,3.0-0.0-0.0,,INDRANS SHARAF,dishanivirk@chemistry.iitd.ac.in,MTh 09:30-11:00,,,80,17,CML801
245,LAB III,P,0.0-0.0-4.0,,DARSHIT DHAWAN,sharafyakshit@chemistry.iitd.ac.in,,,,80,20,CMP521
246,LAB IV,P,0.0-0.0-4.0,,HRIDAAN KALITA,neysabakshi@chemistry.iitd.ac.in,,,,80,20,CMP522
247,INSTRUMENTATION LABORATORY,P,0.0-0.0-6.0,,CHIRAG SRIVASTAVA,swagle@chemistry.iitd.ac.in,,,,80,21,CMP728
248,SEMINAR IN CONSTRUCTION TECHNO,R,0.0-0.0-2.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,35,30,CVC772
249,MINOR DESIGN PROJECT - I,P,0.0-0.0-2.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,,,,5,0,CVD351
250,MINOR DESIGN PROJECT - VII,P,0.0-0.0-4.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,,,,5,0,CVD357
251,BTECH PROJECT PART 1,P,0.0-0.0-8.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,,,,120,23,CVD411
252,BTECH PROJECT PART 2,P,0.0-0.0-12.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,,,,120,1,CVD412
253,MINOR PROJECT,P,0.0-0.0-6.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,,,,5,0,CVD700
254,MINOR PROJECT,P,0.0-0.0-6.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,,,,5,2,CVD710
255,MAJOR THESIS PART-I,M,0.0-0.0-12.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,25,1,CVD720
256,MAJOR THESIS PART-II,M,0.0-0.0-24.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,25,7,CVD721
257,MAJOR PROJECT PART-I (CES),P,0.0-0.0-18.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,,,,50,1,CVD757
258,MAJOR PROJECT PART-II (CES),P,0.0-0.0-18.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,,,,50,11,CVD758
259,MAJOR PROJECT PART-II (CEC),P,0.0-0.0-24.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,30,29,CVD773
260,MAJOR PROJECT PART-II (CET),P,0.0-0.0-24.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,,,,30,12,CVD778
261,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,,,,40,1,CVD800
262,MAJOR THESIS PART-II,P,0.0-0.0-24.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,,,,25,8,CVD801
263,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,,,,40,2,CVD810
264,MAJOR PROJECT PART-II (CEU),P,0.0-0.0-24.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,,,,25,8,CVD811
265,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,TRISHA SINGHAL,heerchhabra@civil.iitd.ac.in,,,,50,12,CVD832
266,MAJOR PROJECT PART-I,P,0.0-0.0-18.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,,,,20,1,CVD853
267,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,,,,30,12,CVD854
268,MSR MAJOR PROJECT,P,0.0-0.0-72.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,,,,10,3,CVD895
269,ENVIRONMENTAL SCIENCE,C,2.0-0.0-0.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,TWF 08:00-09:00,,,600,523,CVL100
270,ENVIRONMENTAL ENGINEERING,B,3.0-0.0-0.0,,HEER KAPADIA,zeeshanbalay@civil.iitd.ac.in,MTh 09:30-11:00,,,120,105,CVL212L
271,SOIL MECHANICS,F,3.0-0.0-0.0,,DHARMAJAN LOYAL,fbir@civil.iitd.ac.in,TThF 11:00-12:00,,,120,98,CVL222
272,STRUCTURAL ANALYSIS I,D,3.0-0.0-0.0,,MISHTI GODA,sara09@civil.iitd.ac.in,TWF 09:00-10:00,,,120,101,CVL242
273,RC DESIGN,X,3.0-0.0-0.0,,INDRANS GOYAL,elakshi79@civil.iitd.ac.in,,,,0,0,CVL243
274,CONSTRUCTION PRACTICES,C,2.0-0.0-0.0,,BIJU KAUL,rupadhyay@civil.iitd.ac.in,TWF 08:00-09:00,,,90,119,CVL244
275,INTRO. TO TRANSPORTATION ENGG.,B,3.0-0.0-0.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,MTh 09:30-11:00,,,120,100,CVL261
276,HYDRAULICS,E,3.0-1.0-0.0,,ADVIK RASTOGI,badal26@civil.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,120,101,CVL281
277,AIR AND NOISE POLLUTION,J,3.0-0.0-0.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,MTF 12:00-13:00,,,0,49,CVL313
278,STEEL DESIGN,D,3.0-0.0-0.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,TWF 09:00-10:00,,,120,108,CVL342
279,DESIGN OF HYDRAULIC STRUCTURES,E,3.0-0.0-2.0,,MANNAT GERA,shayak59@civil.iitd.ac.in,TWF 10:00-11:00,,,120,112,CVL381
280,GROUNDWATER,H,2.0-0.0-0.0,,SAHIL SETTY,krishdivij@civil.iitd.ac.in,M 11:00-12:00,,,40,50,CVL382
281,DESIGN OF FOUN. & RET. STRUCT.,H,3.0-0.0-0.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,M 11:00-12:00,,,60,24,CVL431
282,PRESTRESSED CON. & IND. STRUC.,H,3.0-0.0-0.0,,ELA LALLA,nakul80@civil.iitd.ac.in,M 11:00-12:00,,,50,50,CVL443
283,GROUND IMPROVEMENT AND GEOSYNTHETICS,D,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,TWF 09:00-10:00,,,30,36,CVL702
284,GEOENVIRONMENTAL ENGINEERING,H,3.0-0.0-0.0,,ARADHYA TANK,zainabhakta@civil.iitd.ac.in,M 11:00-12:00,,,30,29,CVL703
285,SLOPES AND RETAINING STRUCTURES,E,3.0-0.0-0.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,TWF 10:00-11:00,,,40,36,CVL705
286,SOIL DYNAMICS AND EARTHQUAKE GEOTECHNICAL ENGG.,B,3.0-0.0-0.0,,ROMIL SACHAR,wgola@civil.iitd.ernet.in,MTh 09:30-11:00,,,30,29,CVL706
287,SLOPES AND FOUNDATIONS,E,3.0-0.0-0.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,TWF 10:00-11:00,,,30,31,CVL712
288,ANALYSIS AND DESIGN OF UNDERGROUND STRUCTURES,D,3.0-0.0-0.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,TWF 09:00-10:00,,,30,29,CVL713
289,FIELD EXPLORATION AND GEOTECHNICAL PROCESSES,B,3.0-0.0-0.0,,AYESHA SETH,ykrish@civil.iitd.ac.in,MTh 09:30-11:00,,,40,31,CVL714
290,EXCAVATION METHODS & UNDERGROUND SPACE TECHNOLOGY,A,3.0-0.0-0.0,,CHIRAG WABLE,catwal@civil.iitd.ac.in,MTh 08:00-09:30,,,40,31,CVL715
291,SOLID WASTE ENGINEERING,F,3.0-0.0-0.0,,AMANI SANKAR,ykeer@civil.iitd.ac.in,TThF 11:00-12:00,,,50,52,CVL721
292,WASTE WATER ENGINEERING,M,3.0-0.0-0.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,MTh 17:00-18:30,,,30,31,CVL723
293,ENVIRONMENTAL SYSTEMS ANALYSIS,A,3.0-0.0-0.0,,PURAB VISWANATHAN,jbhagat@civil.iitd.ernet.in,MTh 08:00-09:30,,,30,32,CVL724
294,ENVIRONMENTAL QUALITY MODELING,B,3.0-0.0-0.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,MTh 09:30-11:00,,,25,20,CVL728
295,STOCHASTIC HYDROLOGY,E,2.0-0.0-2.0,,TRISHA SINGHAL,heerchhabra@civil.iitd.ac.in,TWF 10:00-11:00,,,30,16,CVL733
296,ADVANCED HYDRAULICS,D,3.0-0.0-0.0,,EVA CHOPRA,zara76@civil.iitd.ac.in,TWF 09:00-10:00,,,50,16,CVL734
297,FINITE ELEMENT IN WATER RESOU.,X,3.0-0.0-0.0,,MANNAT GERA,shayak59@civil.iitd.ac.in,,,,4,0,CVL735
298,PUBLIC TRANSPORTATION SYSTEMS,F,3.0-0.0-0.0,,AKARSH BERA,kimaya26@civil.iitd.ac.in,TThF 11:00-12:00,,,30,33,CVL746
299,Data Analysis for Transportation Engineering,B,3.0-0.0-0.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,MTh 09:30-11:00,,,30,8,CVL748
300,THEORY OF CONCRETE STRUCTURES,C,3.0-0.0-0.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,TWF 08:00-09:00,,,90,33,CVL760
301,THEORY OF STEEL STRUCTURES,A,3.0-0.0-0.0,,SANA DORA,srinivasanchirag@civil.iitd.ac.in,MTh 08:00-09:30,,,50,31,CVL761
302,EARTHQUAKE ANALYSIS AND DESIGN,AA,3.0-0.0-0.0,,INDRANIL GOUR,zkhurana@civil.iitd.ac.in,MTh 14:00-15:30,,,50,23,CVL762
303,CONSTRUCTION CONTRACT MGMT.,A,3.0-0.0-0.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,MTh 08:00-09:30,,,75,0,CVL774
304,CONSTRUCTION ECONOMICS AND FI,B,3.0-0.0-0.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,MTh 09:30-11:00,,,70,55,CVL775
305,CONSTRUCTION PRACTICES AND EQ,AA,3.0-0.0-0.0,,BIJU KAUL,rupadhyay@civil.iitd.ac.in,MTh 14:00-15:30,,,75,64,CVL776
306,BUILDING SERVICES AND MAINTENA,AB,3.0-0.0-0.0,,DAMINI KARI,valaheer@civil.iitd.ac.in,MTh 15:30-17:00,,,40,11,CVL778
307,EMERGING TOPICS IN GEOTECHNICAL ENGINEERING,M,3.0-0.0-0.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,MTh 17:00-18:30,,,30,19,CVL800
308,GROUNDWATER FLOW AND POLLUTION MODELING,F,3.0-0.0-0.0,,DRISHYA SASTRY,kimaya94@civil.iitd.ac.in,TThF 11:00-12:00,,,50,14,CVL830
309,WATER RESOURCES SYSTEMS,A,3.0-0.0-0.0,,AMANI SHAH,kismat54@civil.iitd.ac.in,MTh 08:00-09:30,,,50,14,CVL833
310,GEOGRAPHIC INFORMATION SYSTEMS,H,2.0-0.0-2.0,,SAMIHA KANDA,mahaldamini@civil.iitd.ac.in,M 11:00-12:00,,,50,22,CVL838
311,VISCOELASTIC BEHAVIOR OF BITUM,M,3.0-0.0-0.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,MTh 17:00-18:30,,,30,6,CVL845
312,TRANSPORTATION ECONOMICS,A,3.0-0.0-0.0,,CHARVI SHUKLA,beraranbir@civil.iitd.ernet.in,MTh 08:00-09:30,,,40,40,CVL847
313,TRAFFIC FLOW MODELLING,H,3.0-0.0-0.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,30,4,CVL849
314,TRANSPORTATION LOGISTICS,AA,3.0-0.0-0.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,MTh 14:00-15:30,,,30,9,CVL850
315,SPECIAL TOPICS IN TRANSPORTATION ENGINEERING,E,3.0-0.0-0.0,,MAMOOTY MANE,khushikant@civil.iitd.ac.in,TWF 10:00-11:00,,,30,14,CVL851
316,STRUCTURAL HEALTH MONITORING,AD,3.0-0.0-0.0,,INDRANS GOYAL,elakshi79@civil.iitd.ac.in,TF 15:30-17:00,,,50,33,CVL864
317,Atomistic and multiscale modeling of materials,B,3.0-0.0-0.0,,PIHU BASAK,kalitaemir@civil.iitd.ac.in,MTh 09:30-11:00,,,30,5,CVL867
318,DURABILITY AND REPAIR OF CONCR,H,3.0-0.0-0.0,,AARUSH BUCH,chandranseher@civil.iitd.ac.in,M 11:00-12:00,,,60,57,CVL871
319,SUSTAINABLE MATERIALS AND GREE,AD,3.0-0.0-0.0,,DAMINI KARI,valaheer@civil.iitd.ac.in,TF 15:30-17:00,,,40,21,CVL875
320,STRUCT. & MAT. (CONCRETE) LAB,X,0.0-0.0-3.0,,INDRANS GOYAL,elakshi79@civil.iitd.ac.in,,,,0,0,CVP243
321,STRUCTURES & MATERIAL LAB,P,0.0-0.0-2.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,,,,260,195,CVP342
322,STRUCTURAL DESIGN & DETAILING,X,0.0-0.0-3.0,,PIHU BASAK,kalitaemir@civil.iitd.ac.in,,,,0,0,CVP441
323,SIMULATION LABORATORY-I,P,0.0-0.0-3.0,,MANNAT GERA,shayak59@civil.iitd.ac.in,,,,50,16,CVP730
324,SIMULATION LABORATORY-II,P,0.0-0.0-3.0,,TRISHA SINGHAL,heerchhabra@civil.iitd.ac.in,,,,50,15,CVP731
325,CONSTRUCTION TECHNOLOGY LABORA,P,0.0-0.0-3.0,,AARUSH BUCH,chandranseher@civil.iitd.ac.in,,,,40,26,CVP771
