S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
161,INTERFACIAL ENGINEERING,F,3.0-0.0-0.0,,ALIA MAJUMDAR,kanavkapoor@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,60,CLL766
162,STRUCTURES & PROP. OF POLYMERS,B,3.0-0.0-0.0,,MEHUL KALLA,gollabiju@chemical.iitd.ac.in,MTh 09:30-11:00,,,50,22,CLL767
163,FUNDAMENTALS OF COMP. FLUID DY,F,2.0-0.0-2.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,TThF 11:00-12:00,,,30,10,CLL768
164,INTRODUCTION TO COMPLEX FLUIDS,F,3.0-0.0-0.0,,MANJARI DESHMUKH,usaini@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,32,CLL771
165,TRANS. PHEN. IN COMPLEX FLUIDS,E,3.0-0.0-0.0,,GATIK KOTA,nayantara69@chemical.iitd.ac.in,TWF 10:00-11:00,,,50,12,CLL772
166,MOL. BIOTECH. & IN-VITRO DIAG.,D,3.0-0.0-0.0,,AHANA  GOYAL,aaryahikari@chemical.iitd.ac.in,TWF 09:00-10:00,,,50,12,CLL779
167,PROCESS OPTIMIZATION,E,3.0-0.0-0.0,,HRIDAAN CHOUDHARY,amirakuruvilla@chemical.iitd.ac.in,TWF 10:00-11:00,,,50,33,CLL782
168,FINE CHEMICALS TECHNOLOGY,E,3.0-0.0-0.0,,MIRAAN BALA,sastrynishith@chemical.iitd.ac.in,TWF 10:00-11:00,,,50,55,CLL786
169,PROCESS DATA ANALYTICS,D,3.0-0.0-0.0,,LAKSHAY DAYAL,aryakiara@chemical.iitd.ac.in,TWF 09:00-10:00,,,60,56,CLL788
170,MEMBRANE SCIENCE & ENGINEERING,F,3.0-0.0-0.0,,MAHIKA DASGUPTA,gsule@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,50,CLL793
171,CHEMICAL ENGINEERING LAB - II,E,0.0-0.0-3.0,DC,MANJARI DESHMUKH,usaini@chemical.iitd.ac.in,,,,100,159,CLP302
172,TECHNICAL COMMUNICATION FOR CHEMICAL ENGINEERS,Q,0.0-0.0-2.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,,,,60,64,CLP704
173,SEMINAR COURSE - I,P,0.0-0.0-2.0,,ALIA MAJUMDAR,kanavkapoor@chemical.iitd.ac.in,,,,35,43,CLQ301
174,SEMINAR COURSE - II,Q,0.0-0.0-2.0,,JIVIN DUGAL,sahabaiju@chemical.iitd.ac.in,,,,35,33,CLQ302
175,RECENT  ADV. IN CHEMICAL ENGG.,X,2.0-0.0-0.0,,ONKAR TALWAR,sarinjayant@chemical.iitd.ac.in,,,,60,8,CLV797
176,PROJECT PART II,P,0.0-0.0-20.0,,YUVRAJ  BALAN,talwaralia@chemistry.iitd.ac.in,,,,60,49,CMD641
177,MAJOR  PROJECT PART - II,P,0.0-0.0-18.0,,ELAKSHI VIG,vasamahika@chemistry.iitd.ac.in,,,,30,11,CMD807
178,INTRODUCTION TO CHEMISTRY,D,3.0-0.0-0.0,,MANIKYA DUBE,kandabhamini@chemistry.iitd.ac.in,TWF 09:00-10:00,,,200,459,CML100
179,MOLECULAR THERMODYNAMICS,C,3.0-0.0-0.0,,YASHVI AGRAWAL,hiran06@chemistry.iitd.ac.in,TWF 08:00-09:00,,,60,55,CML521
180,CHEMICAL DYNA. & SURFACE CHEM.,F,3.0-0.0-0.0,,RENEE CHAUDHRY,kdass@chemistry.iitd.ac.in,TThF 11:00-12:00,,,60,54,CML522
181,ORGANIC SYNTHESIS,D,3.0-0.0-0.0,,YASHVI BARIA,parinaaz25@chemistry.iitd.ac.in,TWF 09:00-10:00,,,60,55,CML523
182,TRAN. & INNER TRAN. METAL CHE.,A,3.0-0.0-0.0,,ANIKA DEOL,mannat00@chemistry.iitd.ac.in,MTh 08:00-09:30,,,60,54,CML524
183,BASIC ORGANOMETALIC CHEMISTRY,B,3.0-0.0-0.0,,JIVIN ARYA,biju39@chemistry.iitd.ac.in,MTh 09:30-11:00,,,60,54,CML525
184,STR. & FUNC. OF CELLULAR BIOM.,E,3.0-0.0-0.0,,HRIDAAN KALITA,neysabakshi@chemistry.iitd.ac.in,TWF 10:00-11:00,,,60,54,CML526
185,BIOPHYSICAL CHEMISTRY,D,3.0-0.0-0.0,,RANIA BAINS,rania25@chemistry.iitd.ernet.in,TWF 09:00-10:00,,,60,8,CML665
186,BIO-ORGANIC AND MEDICINAL CHEMISTRY,F,3.0-0.0-0.0,,RAGHAV BAINS,nakulsridhar@chemistry.iitd.ac.in,TThF 11:00-12:00,,,60,7,CML673
187,INORGANIC POLYMERS,E,3.0-0.0-0.0,PC,GATIK AGARWAL,jshah@chemistry.iitd.ac.in,TWF 10:00-11:00,,,60,30,CML682
188,SYNTHESIS OF INDUSTRIALLY IMPO,H,3.0-0.0-0.0,,SAMIHA LUTHRA,ehsaankarpe@chemistry.iitd.ac.in,M 11:00-12:00,,,60,30,CML724
189,MATERIAL CHARACTERIZATION,C,3.0-0.0-0.0,,KARTIK SONI,vasadishani@chemistry.iitd.ac.in,TWF 08:00-09:00,,,60,28,CML729
190,APPLIED SPECTROSCOPY,E,3.0-0.0-0.0,,ELAKSHI VIG,vasamahika@chemistry.iitd.ac.in,TWF 10:00-11:00,,,60,31,CML737
191,APPLICATIONS OF P-BLOCK ELEMEN,B,3.0-0.0-0.0,,RIYA KOTA,aarnavala@chemistry.iitd.ac.in,MTh 09:30-11:00,,,60,16,CML738
192,APPLIED BIOCATALYSIS,K,3.0-0.0-0.0,,SIYA DAVE,abramchad@chemistry.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,28,CML739
193,CHEMISTRY OF HETEROCYCLIC COMP,A,3.0-0.0-0.0,,DIVIJ DASS,mannat81@chemistry.iitd.ac.in,MTh 08:00-09:30,,,60,33,CML740
194,MOLECULAR MODELLING AND SIMULA,B,3.0-0.0-0.0,,TUSHAR SHAH,xkhalsa@chemistry.iitd.ac.in,MTh 09:30-11:00,,,60,21,CML801
195,CHEMISTRY LABORATORY,P,0.0-0.0-4.0,,HANSH BUTALA,sethreyansh@chemistry.iitd.ac.in,,,,1000,456,CMP100
196,LAB III,P,0.0-0.0-4.0,,YASHVI BARIA,parinaaz25@chemistry.iitd.ac.in,,,,240,53,CMP521
197,LAB IV,P,0.0-0.0-4.0,,HRIDAAN KALITA,neysabakshi@chemistry.iitd.ac.in,,,,240,53,CMP522
198,INSTRUMENTATION LABORATORY,P,0.0-0.0-6.0,,KARTIK SONI,vasadishani@chemistry.iitd.ac.in,,,,60,8,CMP728
199,SEMINAR IN CONSTRUCTION TECHNO,R,0.0-0.0-2.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,30,30,CVC772
200,BTECH PROJECT PART 1,P,0.0-0.0-8.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,,,,120,30,CVD411
201,BTECH PROJECT PART 2,P,0.0-0.0-12.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,,,,120,15,CVD412
202,MINOR PROJECT,P,0.0-0.0-6.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,5,0,CVD700
203,MINOR PROJECT,P,0.0-0.0-6.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,,,,5,0,CVD710
204,MAJOR THESIS PART-I,M,0.0-0.0-12.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,24,0,CVD720
205,MAJOR THESIS PART-II,M,0.0-0.0-24.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,25,6,CVD721
206,MINOR PROJECT IN STRUCTURAL ENGINEERING,P,0.0-0.0-6.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,,,,50,0,CVD756
207,MAJOR PROJECT PART-I (CES),P,0.0-0.0-18.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,,,,50,0,CVD757
208,MAJOR PROJECT PART-II (CES),P,0.0-0.0-18.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,,,,50,17,CVD758
209,MAJOR PROJECT PART-I (CEC),P,0.0-0.0-18.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,50,0,CVD772
210,MAJOR PROJECT PART-II (CEC),P,0.0-0.0-24.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,30,24,CVD773
211,MINOR PROJECT (CET),P,0.0-0.0-6.0,,KABIR CHAUDRY,shanayaganesh@civil.iitd.ac.in,,,,50,0,CVD776
212,MAJOR PROJECT PART-I (CET),P,0.0-0.0-18.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,50,1,CVD777
213,MAJOR PROJECT PART-II (CET),P,0.0-0.0-24.0,,KABIR CHAUDRY,shanayaganesh@civil.iitd.ac.in,,,,30,19,CVD778
214,MAJOR THESIS PART-II,P,0.0-0.0-24.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,25,8,CVD801
215,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,,,,30,2,CVD810
216,MAJOR PROJECT PART-II (CEU),P,0.0-0.0-24.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,,,,26,16,CVD811
217,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,ADVIK RASTOGI,badal26@civil.iitd.ac.in,,,,50,12,CVD832
218,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,,,,30,12,CVD854
219,MSR MAJOR PROJECT,P,0.0-0.0-72.0,,EVA CHOPRA,zara76@civil.iitd.ac.in,,,,30,2,CVD895
220,ENVIRONMENTAL SCIENCE,C,2.0-0.0-0.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,TWF 08:00-09:00,,,500,550,CVL100
221,ENVIRONMENTAL ENGINEERING,B,3.0-0.0-2.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,MTh 09:30-11:00,,,120,97,CVL212
222,SOIL MECHANICS,F,3.0-0.0-0.0,,DHARMAJAN LOYAL,fbir@civil.iitd.ac.in,TThF 11:00-12:00,,,120,103,CVL222
223,STRUCTURAL ANALYSIS I,D,3.0-0.0-0.0,,PIHU BASAK,kalitaemir@civil.iitd.ac.in,TWF 09:00-10:00,,,120,103,CVL242
224,CONSTRUCTION PRACTICES,C,2.0-0.0-0.0,,KABIR CHAUDRY,shanayaganesh@civil.iitd.ac.in,TWF 08:00-09:00,,,120,95,CVL244
225,INTRO. TO TRANSPORTATION ENGG.,B,3.0-0.0-0.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,MTh 09:30-11:00,,,120,100,CVL261
226,HYDRAULICS,E,3.0-1.0-0.0,,PRANAY RATTI,urvilata@civil.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,120,101,CVL281
227,AIR AND NOISE POLLUTION,F,3.0-0.0-0.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,TThF 11:00-12:00,,,40,41,CVL313
228,STEEL DESIGN,D,3.0-0.0-0.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,TWF 09:00-10:00,,,120,99,CVL342
229,DESIGN OF HYDRAULIC STRUCTURES,E,3.0-0.0-2.0,,ADVIK RASTOGI,badal26@civil.iitd.ac.in,TWF 10:00-11:00,,,120,94,CVL381
230,GROUNDWATER,H,2.0-0.0-0.0,,SAHIL SETTY,krishdivij@civil.iitd.ac.in,M 11:00-12:00,,,30,43,CVL382
231,ROCK ENGINEERING,M,3.0-0.0-0.0,,DHARMAJAN LOYAL,fbir@civil.iitd.ac.in,MTh 17:00-18:30,,,40,40,CVL422
232,DESIGN OF FOUN. & RET. STRUCT.,J,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,MTW 12:00-13:00,,,59,42,CVL431
233,PRESTRESSED CON. & IND. STRUC.,H,3.0-0.0-0.0,,ELA LALLA,nakul80@civil.iitd.ac.in,M 11:00-12:00,,,50,50,CVL443
234,WATER POWER ENGINEERING,X,2.0-0.0-2.0,,ADVIK RASTOGI,badal26@civil.iitd.ac.in,,,,30,32,CVL482
235,GROUND IMPROVEMENT AND GEOSYNTHETICS,F,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,TThF 11:00-12:00,,,30,12,CVL702
236,GEOENVIRONMENTAL ENGINEERING,J,3.0-0.0-0.0,,ARADHYA TANK,zainabhakta@civil.iitd.ac.in,MTW 12:00-13:00,,,30,0,CVL703
237,SLOPES AND RETAINING STRUCTURES,E,3.0-0.0-0.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,TWF 10:00-11:00,,,30,15,CVL705
238,SOIL DYNAMICS AND EARTHQUAKE GEOTECHNICAL ENGG.,B,3.0-0.0-0.0,,ROMIL SACHAR,wgola@civil.iitd.ernet.in,MTh 09:30-11:00,,,30,13,CVL706
239,SLOPES AND FOUNDATIONS,C,3.0-0.0-0.0,,ADAH RAVEL,bhavsarprisha@civil.iitd.ac.in,TWF 08:00-09:00,,,30,15,CVL712
240,ANALYSIS AND DESIGN OF UNDERGROUND STRUCTURES,D,3.0-0.0-0.0,,ADAH RAVEL,bhavsarprisha@civil.iitd.ac.in,TWF 09:00-10:00,,,30,13,CVL713
241,FIELD EXPLORATION AND GEOTECHNICAL PROCESSES,E,3.0-0.0-0.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,TWF 10:00-11:00,,,30,16,CVL714
242,EXCAVATION METHODS & UNDERGROUND SPACE TECHNOLOGY,A,3.0-0.0-0.0,,CHIRAG WABLE,catwal@civil.iitd.ac.in,MTh 08:00-09:30,,,40,13,CVL715
243,SOLID WASTE ENGINEERING,F,3.0-0.0-0.0,,AMANI SANKAR,ykeer@civil.iitd.ac.in,TThF 11:00-12:00,,,40,40,CVL721
244,WASTE WATER ENGINEERING,D,3.0-0.0-0.0,,HEER KAPADIA,zeeshanbalay@civil.iitd.ac.in,TWF 09:00-10:00,,,40,24,CVL723
245,ENVIRONMENTAL SYSTEMS ANALYSIS,C,3.0-0.0-0.0,,PURAB VISWANATHAN,jbhagat@civil.iitd.ernet.in,TWF 08:00-09:00,,,40,41,CVL724
246,ENVIROMENTAL RISK ASSESMENT,M,2.0-1.0-0.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,MTh 17:00-18:30,,,40,10,CVL727
247,ENVIRONMENTAL QUALITY MODELING,A,3.0-0.0-0.0,,TARA GOLLA,keyagoda@civil.iitd.ac.in,MTh 08:00-09:30,,,40,35,CVL728
248,ADVANCED HYDRAULICS,D,3.0-0.0-0.0,,EVA CHOPRA,zara76@civil.iitd.ac.in,TWF 09:00-10:00,,,50,15,CVL734
249,FINITE ELEMENT IN WATER RESOU.,J,3.0-0.0-0.0,,AARUSH LANKA,pihu58@civil.iitd.ac.in,MTW 12:00-13:00,,,50,12,CVL735
250,AIRPORT PLANNING AND DESIGN,K,3.0-0.0-0.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,30,10,CVL743
251,PUBLIC TRANSPORTATION SYSTEMS,L,3.0-0.0-0.0,,AKARSH BERA,kimaya26@civil.iitd.ac.in,"W 13:00-15:00 ,TF 18:00-19:00",,,30,20,CVL746
252,THEORY OF CONCRETE STRUCTURES,F,3.0-0.0-0.0,,MANIKYA MADAN,reyanshbatta@civil.iitd.ac.in,TThF 11:00-12:00,,,50,20,CVL760
253,THEORY OF STEEL STRUCTURES,B,3.0-0.0-0.0,,SANA DORA,srinivasanchirag@civil.iitd.ac.in,MTh 09:30-11:00,,,50,22,CVL761
254,EARTHQUAKE ANALYSIS AND DESIGN,A,3.0-0.0-0.0,,INDRANIL GOUR,zkhurana@civil.iitd.ac.in,MTh 08:00-09:30,,,50,36,CVL762
255,CONSTRUCTION CONTRACT MGMT.,J,3.0-0.0-0.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,MTW 12:00-13:00,,,75,41,CVL774
256,CONSTRUCTION ECONOMICS AND FI,B,3.0-0.0-0.0,,TARINI KARA,anay10@civil.iitd.ac.in,MTh 09:30-11:00,,,75,49,CVL775
257,CONSTRUCTION PRACTICES AND EQ,D,3.0-0.0-0.0,,BIJU KAUL,rupadhyay@civil.iitd.ac.in,TWF 09:00-10:00,,,75,47,CVL776
258,BUILDING SERVICES AND MAINTENA,H,3.0-0.0-0.0,,DAMINI KARI,valaheer@civil.iitd.ac.in,M 11:00-12:00,,,40,6,CVL778
259,NUMERICAL AND COMPUTER METHODS IN GEOMECHANICS,F,3.0-0.0-0.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,TThF 11:00-12:00,,,10,0,CVL811
260,GROUNDWATER FLOW AND POLLUTION MODELING,F,3.0-0.0-0.0,,DRISHYA SASTRY,kimaya94@civil.iitd.ac.in,TThF 11:00-12:00,,,50,16,CVL830
261,WATER RESOURCES SYSTEMS,A,3.0-0.0-0.0,,AMANI SHAH,kismat54@civil.iitd.ac.in,MTh 08:00-09:30,,,50,8,CVL833
262,GEOGRAPHIC INFORMATION SYSTEMS,H,2.0-0.0-2.0,,SAMIHA KANDA,mahaldamini@civil.iitd.ac.in,M 11:00-12:00,,,50,18,CVL838
263,ADVANCED TRANSPORTATION MODELLING,H,2.0-0.0-2.0,,AKARSH BERA,kimaya26@civil.iitd.ac.in,M 11:00-12:00,,,10,6,CVL841
264,VISCOELASTIC BEHAVIOR OF BITUM,X,3.0-0.0-0.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,,,,30,5,CVL845
265,TRANSPORTATION ECONOMICS,A,3.0-0.0-0.0,,CHARVI SHUKLA,beraranbir@civil.iitd.ernet.in,MTh 08:00-09:30,,,30,23,CVL847
266,TRAFFIC FLOW MODELLING,M,3.0-0.0-0.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,MTh 17:00-18:30,,,30,6,CVL849
267,TRANSPORTATION LOGISTICS,B,3.0-0.0-0.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,MTh 09:30-11:00,,,30,12,CVL850
268,ANALYSIS & DESIGN OF M/C FOU.,E,3.0-0.0-0.0,,INDRANS GOYAL,elakshi79@civil.iitd.ac.in,TWF 10:00-11:00,,,50,20,CVL861
269,GENERAL CONTINUUM MECHANICS,J,3.0-0.0-0.0,,MANIKYA MADAN,reyanshbatta@civil.iitd.ac.in,MTW 12:00-13:00,,,50,6,CVL863
270,STRUCTURAL HEALTH MONITORING,C,3.0-0.0-0.0,,INDRANS GOYAL,elakshi79@civil.iitd.ac.in,TWF 08:00-09:00,,,50,18,CVL864
271,STRUCTURAL VIBRATION CONTROL,D,3.0-0.0-0.0,PC,SANA DORA,srinivasanchirag@civil.iitd.ac.in,TWF 09:00-10:00,,,50,6,CVL865
272,DURABILITY AND REPAIR OF CONCR,C,3.0-0.0-0.0,,AARUSH BUCH,chandranseher@civil.iitd.ac.in,TWF 08:00-09:00,,,40,8,CVL871
273,QUALITY AND SAFETY IN CONSTRUC,E,3.0-0.0-0.0,,KABIR CHAUDRY,shanayaganesh@civil.iitd.ac.in,TWF 10:00-11:00,,,40,10,CVL874
274,SUSTAINABLE MATERIALS AND GREE,A,3.0-0.0-0.0,,DAMINI KARI,valaheer@civil.iitd.ac.in,MTh 08:00-09:30,,,40,31,CVL875
275,SOIL MECHANICS LABORATORY,E,0.0-0.0-2.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,120,101,CVP222
276,STRUCTURAL ANALYSIS LABORATORY,P,0.0-0.0-2.0,,PIHU BASAK,kalitaemir@civil.iitd.ac.in,,,,100,102,CVP242
277,TRANSPORTATION ENGG. LABORATOR,P,0.0-0.0-2.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,,,,120,101,CVP261
278,HYDRAULICS LABORATORY,P,0.0-0.0-2.0,,EVA CHOPRA,zara76@civil.iitd.ac.in,,,,120,101,CVP281
279,STRUCTURES & MATERIAL LAB,P,0.0-0.0-2.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,,,,120,94,CVP342
280,SIMULATION LABORATORY-I,P,0.0-0.0-3.0,,AARUSH LANKA,pihu58@civil.iitd.ac.in,,,,50,11,CVP730
281,SIMULATION LABORATORY-II,P,0.0-0.0-3.0,,TRISHA SINGHAL,heerchhabra@civil.iitd.ac.in,,,,50,11,CVP731
282,STRUCTURAL ENGINEERING LAB,P,0.0-0.0-6.0,,BIJU KAUL,rupadhyay@civil.iitd.ac.in,,,,50,32,CVP756
283,CONSTRUCTION TECHNOLOGY LABORA,P,0.0-0.0-3.0,,AARUSH BUCH,chandranseher@civil.iitd.ac.in,,,,40,16,CVP771
284,GEOENVIRONMENTAL AND GEOTECHNICAL ENGINEERING LAB,R,0.0-0.0-6.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,,,,30,11,CVP800
285,ROCK MECHANICS LABORATORY-II,R,0.0-0.0-6.0,,CHIRAG WABLE,catwal@civil.iitd.ac.in,,,,30,9,CVP810
286,CIVIL ENGINEERING SEMINAR,Q,0.0-0.0-2.0,,AMANI SANKAR,ykeer@civil.iitd.ac.in,,,,120,137,CVQ301
287,INDEPENDENT STUDY (CEU),P,0.0-0.0-6.0,,CHIRAG WABLE,catwal@civil.iitd.ac.in,,,,10,1,CVS810
288,MINI PROJECT,P,0.0-0.0-6.0,,SAMARTH KHURANA,kimayakibe@cse.iitd.ac.in,,,,40,27,COD310
289,B.TECH PROJECT PART 1,P,0.0-0.0-12.0,,MYRA KADAKIA,lavanyasamra@cse.iitd.ac.in,,,,120,4,COD492
290,B.TECH PROJECT PART 2,P,0.0-0.0-16.0,,MYRA KADAKIA,lavanyasamra@cse.iitd.ac.in,,,,120,40,COD494
291,MINOR PROJECT,P,0.0-0.0-6.0,,SAMARTH KHURANA,kimayakibe@cse.iitd.ac.in,,,,80,51,COD891
292,M.TECH PROJECT PARTI,P,0.0-0.0-14.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,,,,40,0,COD892
293,M.TECH PROJECT PARTII,P,0.0-0.0-28.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,,,,50,43,COD893
294,MSR PROJECT,P,0.0-0.0-72.0,,SAMARTH KHURANA,kimayakibe@cse.iitd.ac.in,,,,30,5,COD895
295,INTRO. TO COMPUTER SCIENCE,B,3.0-0.0-2.0,,MOHANLAL VIG,usavant@cse.iitd.ac.in,MTh 09:30-11:00,,,600,512,COL100
296,DATA STRUCTURES AND ALGORITHMS,F,3.0-0.0-4.0,,SUMER SAMPATH,nakulhayre@cse.iitd.ernet.in,TThF 11:00-12:00,,,180,206,COL106
297,COMPUTER ARCHITECTURE,B,3.0-0.0-2.0,,NEELOFAR BARAD,indrajitshenoy@cse.iitd.ac.in,MTh 09:30-11:00,,,125,113,COL216
298,PROGRAMMING LANGUAGES,F,3.0-0.0-4.0,,SAMIHA KAUR,randhawastuvan@cse.iitd.ac.in,TThF 11:00-12:00,,,140,127,COL226
299,OPERATING SYSTEMS,E,3.0-0.0-4.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,TWF 10:00-11:00,,,120,121,COL331
300,INTRO TO AUTOMATA & TH. OF CO.,H,3.0-0.0-0.0,,IVANA MALHOTRA,wdave@cse.iitd.ac.in,M 11:00-12:00,,,125,120,COL352
301,INTRO. TO DATABASE MGMT. SYST.,C,3.0-0.0-2.0,,JAYESH GOKHALE,tvarkey@cse.iitd.ac.in,TWF 08:00-09:00,,,150,115,COL362
302,INTRO. TO PARALLEL & DIS. PRO.,J,2.0-0.0-2.0,,PIHU BISWAS,kulkarnidrishya@cse.iitd.ac.in,MTW 12:00-13:00,,,120,122,COL380
303,INTRODUCTION TO DATA BASESYSTEMS,C,3.0-0.0-2.0,,JAYESH GOKHALE,tvarkey@cse.iitd.ac.in,TWF 08:00-09:00,,,30,15,COL632
304,RESOURCE MANAGEMENT IN COMPUTER SYSTEMS,E,3.0-0.0-2.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,TWF 10:00-11:00,,,30,3,COL633
305,ADVANCED COMPUTER NETWORKS,D,3.0-0.0-2.0,,FATEH DARA,aniruddh47@cse.iitd.ac.in,TWF 09:00-10:00,,,40,21,COL724
306,NUMERICAL ALGORITHMS,M,3.0-0.0-2.0,,RITVIK HARI,ela49@cse.iitd.ac.in,MTh 17:00-18:30,,,70,53,COL726
307,COMPILER OPTIMIZATION,A,3.0-0.0-3.0,,FARHAN BANDI,aptevihaan@cse.iitd.ac.in,MTh 08:00-09:30,,,45,11,COL729
308,SOFTWARE ENGINEERING,H,3.0-0.0-2.0,,VARDANIYA SAWHNEY,navyashenoy@cse.iitd.ac.in,M 11:00-12:00,,,95,64,COL740
309,ADVANCED ALGORITHMS,B,3.0-0.0-2.0,,TAIMUR DHINGRA,taramann@cse.iitd.ac.in,MTh 09:30-11:00,,,50,32,COL758
310,NATURAL LANGUAGE PROCESSING,AA,3.0-0.0-2.0,,ROHAN ZACHARIA,jivin80@cse.iitd.ac.in,MTh 14:00-15:30,,,30,45,COL772
311,MACHINE LEARNING,F,3.0-0.0-2.0,,EHSAAN SATHE,goyalarnav@cse.iitd.ac.in,TThF 11:00-12:00,,,130,136,COL774
312,COMPUTER GRAPHICS,K,3.0-0.0-3.0,,INDRANS KANT,tellajayant@cse.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,90,53,COL781
313,ADVANCED FUNCTIONAL BRAIN IMG.,AC,3.0-0.0-2.0,,ONKAR SAGAR,rborde@cse.iitd.ac.in,TF 14:00-15:30,,,30,20,COL786
314,SYSTEM LEVEL DESIGN & MODELLING,C,3.0-0.0-0.0,,LAKSHIT HANDA,heergolla@cse.iitd.ac.in,TWF 08:00-09:00,,,30,5,COL812
315,SPL. TOPICS IN THEO. COMP. SC.,AC,3.0-0.0-0.0,,MYRA KADAKIA,lavanyasamra@cse.iitd.ac.in,TF 14:00-15:30,,,40,25,COL863
316,SPL. TOPICS IN ARTIFICIAL INT.,AA,3.0-0.0-0.0,,SAIRA TATA,zarasoman@cse.iitd.ac.in,MTh 14:00-15:30,,,30,23,COL864
317,SPL. TOPICS IN CRYPTOGRAPHY,AD,3.0-0.0-0.0,,MYRA KADAKIA,lavanyasamra@cse.iitd.ac.in,TF 15:30-17:00,,,30,30,COL872
318,SPECIAL TOPICS IN OPERATING SYSTEMS,AC,3.0-0.0-0.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,TF 14:00-15:30,,,15,6,COL886
319,DESIGN PRACTICES,P,0.0-0.0-6.0,,YUVAAN DUA,suhana23@cse.iitd.ac.in,,,,120,135,COP290
320,EMBEDDED SYSTEM DESIGN PROJECT,P,0.0-1.0-6.0,,NIRVAAN DEY,jhadhanush@cse.iitd.ac.in,,,,100,56,COP315
321,SOFTWARE SYSTEMS LABORATORY,P,0.0-0.0-6.0,,YUVAAN DUA,suhana23@cse.iitd.ac.in,,,,40,2,COP701
322,SEMINAR COURSE - I,P,0.0-0.0-2.0,,RENEE D’ALIA,chahalsamar@cse.iitd.ac.in,,,,60,22,COQ301
323,SEMINAR COURSE - II,P,0.0-0.0-2.0,,VEDIKA JANI,hayreanya@cse.iitd.ac.in,,,,60,29,COQ302
324,SEMINAR COURSE - III,P,0.0-0.0-2.0,,SAIRA TATA,zarasoman@cse.iitd.ac.in,,,,60,19,COQ303
325,SEMINAR COURSE - IV,P,0.0-0.0-2.0,,FATEH DARA,aniruddh47@cse.iitd.ac.in,,,,60,24,COQ304
