S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
163,MINOR PROJECT,Q,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD771
164,MAJOR PROJECT PART 1 (CM),Q,0.0-0.0-12.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD871
165,MAJOR PROJECT PART II (CM),Q,0.0-0.0-28.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD872
166,MAJOR PROJECT PART 1 (CM),Q,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD873
167,MAJOR PROJECT PART 2 (CM),Q,0.0-0.0-32.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD874
168,MINOR DESIGN PROJECT - II,Q,0.0-0.0-2.0,,INAAYA  RAY,dalalivana@chemical.iitd.ac.in,,,,35,30,CLD352
169,MINOR DESIGN PROJECT - IV,Q,0.0-0.0-2.0,,GATIK KOTA,nayantara69@chemical.iitd.ac.in,,,,35,1,CLD354
170,B. TECH. PROJECT,Q,0.0-0.0-8.0,DC,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,100,18,CLD411
171,MAJOR PROJECT IN ENERGY & ENV.,Q,0.0-0.0-10.0,DE,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,100,1,CLD412
172,MAJOR PROJECT IN COMPLEX FLUID,Q,0.0-0.0-10.0,DE,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,100,1,CLD413
173,"MAJOR PROJ. IN P.E, MOD. & OP.",Q,0.0-0.0-10.0,DE,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,100,2,CLD414
174,MAJOR PROJ IN BIOP. & FINE CH.,Q,0.0-0.0-10.0,DE,RYAN MANI,seshadribiju@chemical.iitd.ac.in,,,,100,3,CLD415
175,MINOR PROJECT,Q,0.0-0.0-6.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,24,CLD771
176,MAJOR PROJECT - I,Q,0.0-0.0-16.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CLD781
177,MAJOR PROJECT - II,Q,0.0-0.0-24.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,23,CLD782
178,MINOR PROJECT,Q,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,45,CLD880
179,MAJOR PROJECT PARTI,Q,0.0-0.0-16.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,1,CLD881
180,MAJOR PROJECT PARTII,Q,0.0-0.0-24.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,39,CLD882
181,M.S.R. MAJOR PROJECT,P,0.0-0.0-72.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,50,1,CLD895
182,TRANSPORT PHENOMENA,SU1,3.0-1.0-0.0,,MIRAAN BALA,sastrynishith@chemical.iitd.ac.in,,,,0,0,CLL110
183,CHEMICAL ENGG. THERMODYNAMICS,A,3.0-1.0-0.0,,ADVIK BERA,jdua@chemical.iitd.ac.in,MTh 08:00-09:30,MTThF 13:00-14:00,,150,130,CLL121
184,CHEMICAL ENGG. THERMODYNAMICS,SU1,3.0-1.0-0.0,,MIRAAN BALA,sastrynishith@chemical.iitd.ac.in,,,,0,0,CLL121
185,CHEMICAL REACTION ENGG I,D,3.0-1.0-0.0,,DAMINI DATTA,azadbarad@chemical.iitd.ac.in,TWF 09:00-10:00,MTThF 14:00-15:00,,200,178,CLL122
186,CHEMICAL REACTION ENGG - II,SU1,3.0-0.0-0.0,,ANIRUDDH WALIA,karpevedika@chemical.iitd.ac.in,,,,0,0,CLL222
187,FLUID MECHS. FOR CHEM. ENGINEE,F,3.0-1.0-0.0,,RAUNAK AGARWAL,csarraf@chemical.iitd.ac.in,TThF 11:00-12:00,MTThF 13:00-14:00,,200,173,CLL231
188,HEAT TRANSFER FOR CHEMICAL ENG,B,3.0-1.0-0.0,,IVANA ANDRA,madhav67@chemical.iitd.ac.in,MTh 09:30-11:00,,,200,170,CLL251
189,INTRO TO INDUSTRIAL BIOTECH.,D,3.0-0.0-0.0,,VEER ARORA,romilcheema@chemical.iitd.ac.in,TWF 09:00-10:00,,,150,130,CLL271
190,MASS TRANSFER II,B,3.0-1.0-0.0,,ANYA RANA,jhanvi57@chemical.iitd.ac.in,MTh 09:30-11:00,,,150,121,CLL352
191,INSTRUMENTATION AND AUTOMATION,C,1.0-0.0-3.0,,LAKSHAY DAYAL,aryakiara@chemical.iitd.ac.in,TWF 08:00-09:00,,,150,115,CLL361
192,CHEM. PROCESS TECH.& ECONOMICS,E,3.0-1.0-0.0,,BHAVIN BOASE,dhruv48@chemical.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,150,140,CLL371
193,PROCESS PLANT DESIGN,D,3.0-0.0-0.0,,INAAYA  RAY,dalalivana@chemical.iitd.ac.in,TWF 09:00-10:00,,,50,16,CLL402
194,SAFETY & HAZARDS IN PROC. IND.,B,3.0-0.0-0.0,,ADIRA HALDER,xmadan@chemical.iitd.ernet.in,MTh 09:30-11:00,,,50,47,CLL475
195,ELECTROCHEM. CONV. & STO. DEV.,B,3.0-0.0-0.0,,SHAAN RAJAN,isinha@chemical.iitd.ernet.in,MTh 09:30-11:00,,,50,30,CLL722
196,HETERO. CATALYSIS & CATA. REA.,E,3.0-0.0-0.0,,ANIRUDDH WALIA,karpevedika@chemical.iitd.ac.in,TWF 10:00-11:00,,,50,46,CLL727
197,HETERO. CATALYSIS & CATA. REA.,SU1,3.0-0.0-0.0,,ANIRUDDH WALIA,karpevedika@chemical.iitd.ac.in,,,,0,0,CLL727
198,ADVANCED TRANSPORT PHENOMENA,A,3.0-0.0-0.0,,SAHIL THAKUR,nvasa@chemical.iitd.ac.in,MTh 08:00-09:30,,,110,81,CLL731
199,ADV. CHE. ENGG. THERMODYNAMICS,AA,3.0-0.0-0.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,MTh 14:00-15:30,,,50,29,CLL732
200,INDUSTRIAL MULTIPHASE REACTORS,J,3.0-0.0-0.0,,JIVIN DUGAL,sahabaiju@chemical.iitd.ac.in,MTW 12:00-13:00,,,110,117,CLL733
201,CHEMICAL ENGG. MATHEMATICS,C,3.0-0.0-0.0,,SARA RAMAKRISHNAN,riaan23@chemical.iitd.ac.in,TWF 08:00-09:00,,,50,15,CLL761
202,CHEMICAL ENGG. MATHEMATICS,SU1,3.0-0.0-0.0,,SARA RAMAKRISHNAN,riaan23@chemical.iitd.ac.in,,,,0,0,CLL761
203,INTERFACIAL ENGINEERING,F,3.0-0.0-0.0,,ALIA MAJUMDAR,kanavkapoor@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,56,CLL766
204,STRUCTURES & PROP. OF POLYMERS,B,3.0-0.0-0.0,,MEHUL KALLA,gollabiju@chemical.iitd.ac.in,MTh 09:30-11:00,,,50,28,CLL767
205,STRUCTURES & PROP. OF POLYMERS,SU1,3.0-0.0-0.0,,MEHUL KALLA,gollabiju@chemical.iitd.ac.in,,,,0,0,CLL767
206,FUNDAMENTALS OF COMP. FLUID DY,H,2.0-0.0-2.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,M 11:00-12:00,,,50,48,CLL768
207,TRANS. PHEN. IN COMPLEX FLUIDS,E,3.0-0.0-0.0,,GATIK KOTA,nayantara69@chemical.iitd.ac.in,TWF 10:00-11:00,,,50,10,CLL772
208,MOL. BIOTECH. & IN-VITRO DIAG.,H,3.0-0.0-0.0,,AHANA  GOYAL,aaryahikari@chemical.iitd.ac.in,M 11:00-12:00,,,50,29,CLL779
209,FINE CHEMICALS TECHNOLOGY,E,3.0-0.0-0.0,,MIRAAN BALA,sastrynishith@chemical.iitd.ac.in,TWF 10:00-11:00,,,50,60,CLL786
210,FINE CHEMICALS TECHNOLOGY,SU1,3.0-0.0-0.0,,MIRAAN BALA,sastrynishith@chemical.iitd.ac.in,,,,0,0,CLL786
211,PROCESS DATA ANALYTICS,F,3.0-0.0-0.0,,LAKSHAY DAYAL,aryakiara@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,63,CLL788
212,MEMBRANE SCIENCE & ENGINEERING,F,3.0-0.0-0.0,,MAHIKA DASGUPTA,gsule@chemical.iitd.ac.in,TThF 11:00-12:00,,,50,44,CLL793
213,SEL. TOPICS IN CHEM. ENGG. - I,H,3.0-0.0-0.0,,MANJARI DESHMUKH,usaini@chemical.iitd.ac.in,M 11:00-12:00,,,50,24,CLL798
214,CHEMICAL ENGINEERING LAB - II,E,0.0-0.0-3.0,,MANJARI DESHMUKH,usaini@chemical.iitd.ac.in,,,,180,172,CLP302
215,TECHNICAL COMMUNICATION FOR CHEMICAL ENGINEERS,Q,0.0-0.0-2.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,,,,60,74,CLP704
216,SEMINAR COURSE - I,Q,0.0-0.0-2.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,35,37,CLQ301
217,SEMINAR COURSE - II,Q,0.0-0.0-2.0,,AHANA  GOYAL,aaryahikari@chemical.iitd.ac.in,,,,35,34,CLQ302
218,PROJECT PART II,P,0.0-0.0-20.0,,YUVRAJ  BALAN,talwaralia@chemistry.iitd.ac.in,,,,60,54,CMD641
219,MAJOR  PROJECT PART - II,P,0.0-0.0-18.0,,ELAKSHI VIG,vasamahika@chemistry.iitd.ac.in,,,,30,8,CMD807
220,CHEMICAL SYNT. OF FUNC. METER.,X,3.0-0.0-0.0,,NITARA CHEEMA,ivan96@chemistry.iitd.ac.in,,,,0,0,CML102
221,MOLECULAR THERMODYNAMICS,C,3.0-0.0-0.0,,AAINA KAPOOR,jivinghose@chemistry.iitd.ac.in,TWF 08:00-09:00,,,80,53,CML521
222,CHEMICAL DYNA. & SURFACE CHEM.,F,3.0-0.0-0.0,,RENEE CHAUDHRY,kdass@chemistry.iitd.ac.in,TThF 11:00-12:00,,,80,53,CML522
223,ORGANIC SYNTHESIS,D,3.0-0.0-0.0,,DARSHIT DHAWAN,sharafyakshit@chemistry.iitd.ac.in,TWF 09:00-10:00,,,80,53,CML523
224,TRAN. & INNER TRAN. METAL CHE.,A,3.0-0.0-0.0,,MOHANLAL WALI,xreddy@chemistry.iitd.ac.in,MTh 08:00-09:30,,,70,53,CML524
225,BASIC ORGANOMETALIC CHEMISTRY,B,3.0-0.0-0.0,,JIVIN ARYA,biju39@chemistry.iitd.ac.in,MTh 09:30-11:00,,,60,53,CML525
226,STR. & FUNC. OF CELLULAR BIOM.,E,3.0-0.0-0.0,,HRIDAAN KALITA,neysabakshi@chemistry.iitd.ac.in,TWF 10:00-11:00,,,60,53,CML526
227,BIOPHYSICAL CHEMISTRY,D,3.0-0.0-0.0,,HANSH BUTALA,sethreyansh@chemistry.iitd.ac.in,TWF 09:00-10:00,,,60,0,CML665
228,SUPRAMOLECULAR CHEMISTRY,C,3.0-0.0-0.0,,DHRUV BATH,kiararavi@chemistry.iitd.ernet.in,TWF 08:00-09:00,,,60,10,CML671
229,BIO-ORGANIC AND MEDICINAL CHEMISTRY,F,3.0-0.0-0.0,,RAGHAV BAINS,nakulsridhar@chemistry.iitd.ac.in,TThF 11:00-12:00,,,60,3,CML673
230,INORGANIC POLYMERS,E,3.0-0.0-0.0,PC,GATIK AGARWAL,jshah@chemistry.iitd.ac.in,TWF 10:00-11:00,,,60,24,CML682
231,SYNTHESIS OF INDUSTRIALLY IMPO,D,3.0-0.0-0.0,,KARTIK SONI,vasadishani@chemistry.iitd.ac.in,TWF 09:00-10:00,,,60,57,CML724
232,MATERIAL CHARACTERIZATION,C,3.0-0.0-0.0,,NITARA CHEEMA,ivan96@chemistry.iitd.ac.in,TWF 08:00-09:00,,,60,24,CML729
233,APPLIED SPECTROSCOPY,E,3.0-0.0-0.0,,ELAKSHI VIG,vasamahika@chemistry.iitd.ac.in,TWF 10:00-11:00,,,60,45,CML737
234,APPLICATIONS OF P-BLOCK ELEMEN,F,3.0-0.0-0.0,,RIYA KOTA,aarnavala@chemistry.iitd.ac.in,TThF 11:00-12:00,,,60,18,CML738
235,APPLIED BIOCATALYSIS,K,3.0-0.0-0.0,,SIYA DAVE,abramchad@chemistry.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,33,CML739
236,CHEMISTRY OF HETEROCYCLIC COMP,A,3.0-0.0-0.0,,DIVIJ DASS,mannat81@chemistry.iitd.ac.in,MTh 08:00-09:30,,,60,24,CML740
237,REAGENTS IN SYNTHETIC TRANSFOR,H,3.0-0.0-0.0,,TIYA GALA,wsachdeva@chemistry.iitd.ac.in,M 11:00-12:00,,,60,11,CML742
238,MOLECULAR MODELLING AND SIMULA,B,3.0-0.0-0.0,,TUSHAR SHAH,xkhalsa@chemistry.iitd.ac.in,MTh 09:30-11:00,,,60,19,CML801
239,LAB III,P,0.0-0.0-4.0,,YASHVI BARIA,parinaaz25@chemistry.iitd.ac.in,,,,240,53,CMP521
240,LAB IV,P,0.0-0.0-4.0,,HRIDAAN KALITA,neysabakshi@chemistry.iitd.ac.in,,,,240,53,CMP522
241,INSTRUMENTATION LABORATORY,P,0.0-0.0-6.0,,NITARA CHEEMA,ivan96@chemistry.iitd.ac.in,,,,60,8,CMP728
242,INTRODUCTION TO CHEMISTRY,D,3.0-0.0-0.0,,RIAAN DARA,mandsara@chemistry.iitd.ac.in,TWF 09:00-10:00,,,700,0,CYL100
243,CHEMISTRY LABORATORY,P,0.0-0.0-4.0,,MOHANLAL WALI,xreddy@chemistry.iitd.ac.in,,,,100,529,CYP100
244,SEMINAR IN CONSTRUCTION TECHNO,R,0.0-0.0-2.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,35,31,CVC772
245,BTECH PROJECT PART 1,P,0.0-0.0-8.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,,,,120,28,CVD411
246,BTECH PROJECT PART 2,P,0.0-0.0-12.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,,,,120,7,CVD412
247,MINOR PROJECT,P,0.0-0.0-6.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,,,,5,0,CVD700
248,MINOR PROJECT,P,0.0-0.0-6.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,5,3,CVD710
249,MAJOR THESIS PART-I,M,0.0-0.0-12.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,25,0,CVD720
250,MAJOR THESIS PART-II,M,0.0-0.0-24.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,,,,25,12,CVD721
251,MAJOR PROJECT PART-I (CES),P,0.0-0.0-18.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,,,,50,0,CVD757
252,MAJOR PROJECT PART-II (CES),P,0.0-0.0-18.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,,,,50,23,CVD758
253,MAJOR PROJECT PART-II (CEC),P,0.0-0.0-24.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,,,,30,27,CVD773
254,MAJOR PROJECT PART-II (CET),P,0.0-0.0-24.0,,KABIR CHAUDRY,shanayaganesh@civil.iitd.ac.in,,,,30,5,CVD778
255,MAJOR THESIS PART-II,P,0.0-0.0-24.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,,,,25,6,CVD801
256,MAJOR PROJECT PART-II (CEU),P,0.0-0.0-24.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,25,5,CVD811
257,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,ADVIK RASTOGI,badal26@civil.iitd.ac.in,,,,50,8,CVD832
258,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,,,,30,7,CVD854
259,ENVIRONMENTAL SCIENCE,C,2.0-0.0-0.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,TWF 08:00-09:00,,,533,486,CVL100
260,ENVIRONMENTAL ENGINEERING,B,3.0-0.0-2.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,MTh 09:30-11:00,,,120,100,CVL212
261,SOIL MECHANICS,F,3.0-0.0-0.0,,DHARMAJAN LOYAL,fbir@civil.iitd.ac.in,TThF 11:00-12:00,,,120,84,CVL222
262,STRUCTURAL ANALYSIS I,D,3.0-0.0-0.0,,PIHU BASAK,kalitaemir@civil.iitd.ac.in,TWF 09:00-10:00,,,120,97,CVL242
263,CONSTRUCTION PRACTICES,C,2.0-0.0-0.0,,TARINI KARA,anay10@civil.iitd.ac.in,TWF 08:00-09:00,,,120,105,CVL244
264,CONSTRUCTION MANAGEMENT,X,2.0-0.0-0.0,,MISHTI GODA,sara09@civil.iitd.ac.in,,,,0,0,CVL245
265,INTRO. TO TRANSPORTATION ENGG.,B,3.0-0.0-0.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,MTh 09:30-11:00,,,120,91,CVL261
266,HYDRAULICS,E,3.0-1.0-0.0,,PRANAY RATTI,urvilata@civil.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,120,112,CVL281
267,HYDRAULICS,X,3.0-1.0-0.0,,PRANAY RATTI,urvilata@civil.iitd.ac.in,,,,0,0,CVL281
268,ENGINEERING HYDROLOGY,SU1,3.0-0.0-2.0,,MANNAT GERA,shayak59@civil.iitd.ac.in,,,,0,0,CVL282
269,INDUSTRIAL WASTE MANAGEMENT,H,3.0-0.0-0.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,M 11:00-12:00,,,40,11,CVL311
270,AIR AND NOISE POLLUTION,SU1,3.0-0.0-0.0,,TARA GOLLA,keyagoda@civil.iitd.ac.in,,,,0,0,CVL313
271,AIR AND NOISE POLLUTION,SU2,3.0-0.0-0.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,,,,0,0,CVL313
272,AIR AND NOISE POLLUTION,SU3,3.0-0.0-0.0,,EVA SHETTY,tandonshamik@civil.iitd.ac.in,,,,0,0,CVL313
273,STEEL DESIGN,D,3.0-0.0-0.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,TWF 09:00-10:00,,,120,84,CVL342
274,DESIGN OF HYDRAULIC STRUCTURES,E,3.0-0.0-2.0,,ADVIK RASTOGI,badal26@civil.iitd.ac.in,TWF 10:00-11:00,,,120,92,CVL381
275,GROUNDWATER,H,2.0-0.0-0.0,,SAHIL SETTY,krishdivij@civil.iitd.ac.in,M 11:00-12:00,,,40,41,CVL382
276,GROUND ENGINEERING,SU1,3.0-0.0-0.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,,,,0,0,CVL421
277,ROCK ENGINEERING,M,3.0-0.0-0.0,,DHARMAJAN LOYAL,fbir@civil.iitd.ac.in,MTh 17:00-18:30,,,40,39,CVL422
278,ROCK ENGINEERING,SU1,3.0-0.0-0.0,,DHARMAJAN LOYAL,fbir@civil.iitd.ac.in,,,,0,0,CVL422
279,SOIL DYNAMICS,SU1,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,0,0,CVL423
280,DESIGN OF FOUN. & RET. STRUCT.,H,3.0-0.0-0.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,M 11:00-12:00,,,60,23,CVL431
281,PRESTRESSED CON. & IND. STRUC.,H,3.0-0.0-0.0,,ELA LALLA,nakul80@civil.iitd.ac.in,M 11:00-12:00,,,50,50,CVL443
282,WATER POWER ENGINEERING,AB,2.0-0.0-2.0,,ADVIK RASTOGI,badal26@civil.iitd.ac.in,MTh 15:30-17:00,,,30,19,CVL482
283,GROUND IMPROVEMENT AND GEOSYNTHETICS,M,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,MTh 17:00-18:30,,,30,16,CVL702
284,GEOENVIRONMENTAL ENGINEERING,H,3.0-0.0-0.0,,ARADHYA TANK,zainabhakta@civil.iitd.ac.in,M 11:00-12:00,,,30,13,CVL703
285,SLOPES AND RETAINING STRUCTURES,E,3.0-0.0-0.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,TWF 10:00-11:00,,,30,16,CVL705
286,SOIL DYNAMICS AND EARTHQUAKE GEOTECHNICAL ENGG.,B,3.0-0.0-0.0,,ROMIL SACHAR,wgola@civil.iitd.ernet.in,MTh 09:30-11:00,,,30,13,CVL706
287,SLOPES AND FOUNDATIONS,C,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,TWF 08:00-09:00,,,30,17,CVL712
288,ANALYSIS AND DESIGN OF UNDERGROUND STRUCTURES,D,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,TWF 09:00-10:00,,,30,16,CVL713
289,FIELD EXPLORATION AND GEOTECHNICAL PROCESSES,B,3.0-0.0-0.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,MTh 09:30-11:00,,,30,16,CVL714
290,EXCAVATION METHODS & UNDERGROUND SPACE TECHNOLOGY,A,3.0-0.0-0.0,,CHIRAG WABLE,catwal@civil.iitd.ac.in,MTh 08:00-09:30,,,40,18,CVL715
291,SOLID WASTE ENGINEERING,F,3.0-0.0-0.0,,AMANI SANKAR,ykeer@civil.iitd.ac.in,TThF 11:00-12:00,,,30,31,CVL721
292,WASTE WATER ENGINEERING,M,3.0-0.0-0.0,,MANIKYA SINGH,yashvijohal@civil.iitd.ac.in,MTh 17:00-18:30,,,30,15,CVL723
293,ENVIRONMENTAL SYSTEMS ANALYSIS,C,3.0-0.0-0.0,,PURAB VISWANATHAN,jbhagat@civil.iitd.ernet.in,TWF 08:00-09:00,,,30,35,CVL724
294,ENVIRONMENTAL QUALITY MODELING,A,3.0-0.0-0.0,,TARA GOLLA,keyagoda@civil.iitd.ac.in,MTh 08:00-09:30,,,44,43,CVL728
295,ADVANCED HYDRAULICS,D,3.0-0.0-0.0,,EVA CHOPRA,zara76@civil.iitd.ac.in,TWF 09:00-10:00,,,50,12,CVL734
296,FINITE ELEMENT IN WATER RESOU.,J,3.0-0.0-0.0,,AARUSH LANKA,pihu58@civil.iitd.ac.in,MTW 12:00-13:00,,,50,8,CVL735
297,AIRPORT PLANNING AND DESIGN,AB,3.0-0.0-0.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,MTh 15:30-17:00,,,30,21,CVL743
298,PUBLIC TRANSPORTATION SYSTEMS,F,3.0-0.0-0.0,,AKARSH BERA,kimaya26@civil.iitd.ac.in,TThF 11:00-12:00,,,30,36,CVL746
299,TRANSPORTATION SAFETY AND ENVIRONMENT,K,3.0-0.0-0.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,40,11,CVL747
300,Data Analysis for Transportation Engineering,X,3.0-0.0-0.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,,,,30,21,CVL748
301,THEORY OF CONCRETE STRUCTURES,A,3.0-0.0-0.0,,MANIKYA MADAN,reyanshbatta@civil.iitd.ac.in,MTh 08:00-09:30,,,50,31,CVL760
302,THEORY OF STEEL STRUCTURES,C,3.0-0.0-0.0,,SANA DORA,srinivasanchirag@civil.iitd.ac.in,TWF 08:00-09:00,,,50,32,CVL761
303,EARTHQUAKE ANALYSIS AND DESIGN,B,3.0-0.0-0.0,,INDRANIL GOUR,zkhurana@civil.iitd.ac.in,MTh 09:30-11:00,,,50,25,CVL762
304,DESIGN OF TALL BUILDINGS,D,3.0-0.0-0.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,TWF 09:00-10:00,,,42,31,CVL769
305,CONSTRUCTION CONTRACT MGMT.,A,3.0-0.0-0.0,,TARINI GOEL,tripathisahil@civil.iitd.ac.in,MTh 08:00-09:30,,,75,53,CVL774
306,CONSTRUCTION ECONOMICS AND FI,B,3.0-0.0-0.0,,TARINI KARA,anay10@civil.iitd.ac.in,MTh 09:30-11:00,,,75,51,CVL775
307,CONSTRUCTION PRACTICES AND EQ,F,3.0-0.0-0.0,,BIJU KAUL,rupadhyay@civil.iitd.ac.in,TThF 11:00-12:00,,,75,47,CVL776
308,BUILDING SERVICES AND MAINTENA,D,3.0-0.0-0.0,,DAMINI KARI,valaheer@civil.iitd.ac.in,TWF 09:00-10:00,,,40,2,CVL778
309,EMERGING TOPICS IN GEOTECHNICAL ENGINEERING,AD,3.0-0.0-0.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,TF 15:30-17:00,,,40,8,CVL800
310,EMERGING TOPICS IN ROCK ENGINEERING AND UNDERGROUND STRUCTURES,AD,3.0-0.0-3.0,,CHARVI THAKKAR,kalaaaryahi@civil.iitd.ac.in,TF 15:30-17:00,,,40,0,CVL810
311,NUMERICAL AND COMPUTER METHODS IN GEOMECHANICS,F,3.0-0.0-0.0,,ANIRUDDH DASGUPTA,kundasamar@civil.iitd.ac.in,TThF 11:00-12:00,,,10,0,CVL811
312,GROUNDWATER FLOW AND POLLUTION MODELING,F,3.0-0.0-0.0,,DRISHYA SASTRY,kimaya94@civil.iitd.ac.in,TThF 11:00-12:00,,,50,11,CVL830
313,HYDROELECTRIC ENGINEERING,C,3.0-0.0-0.0,,AMANI SHAH,kismat54@civil.iitd.ac.in,TWF 08:00-09:00,,,30,0,CVL832
314,WATER RESOURCES SYSTEMS,A,3.0-0.0-0.0,,AMANI SHAH,kismat54@civil.iitd.ac.in,MTh 08:00-09:30,,,50,3,CVL833
315,GEOGRAPHIC INFORMATION SYSTEMS,H,2.0-0.0-2.0,,SAMIHA KANDA,mahaldamini@civil.iitd.ac.in,M 11:00-12:00,,,50,5,CVL838
316,ADVANCED TRANSPORTATION MODELLING,X,2.0-0.0-2.0,,AKARSH BERA,kimaya26@civil.iitd.ac.in,,,,10,4,CVL841
317,TRANSPORTATION ECONOMICS,A,3.0-0.0-0.0,,CHARVI SHUKLA,beraranbir@civil.iitd.ernet.in,MTh 08:00-09:30,,,30,12,CVL847
318,TRAFFIC FLOW MODELLING,M,3.0-0.0-0.0,,DHARMAJAN BAWA,urvikunda@civil.iitd.ac.in,MTh 17:00-18:30,,,30,5,CVL849
319,TRANSPORTATION LOGISTICS,B,3.0-0.0-0.0,,RIAAN MASTER,darshitvarkey@civil.iitd.ac.in,MTh 09:30-11:00,,,30,11,CVL850
320,Structural Safety and Reliability,F,3.0-0.0-0.0,,MISHTI GODA,sara09@civil.iitd.ac.in,TThF 11:00-12:00,,,30,6,CVL857
321,ADVANCED FINITE ELEMENT METHOD AND PROGRAMMING,F,3.0-0.0-0.0,,RHEA SIBAL,lmadan@civil.iitd.ac.in,TThF 11:00-12:00,,,50,9,CVL860
322,STRUCTURAL HEALTH MONITORING,E,3.0-0.0-0.0,,INDRANS GOYAL,elakshi79@civil.iitd.ac.in,TWF 10:00-11:00,,,50,32,CVL864
323,STRUCTURAL VIBRATION CONTROL,D,3.0-0.0-0.0,,INDRANIL GOUR,zkhurana@civil.iitd.ac.in,TWF 09:00-10:00,,,50,6,CVL865
324,DURABILITY AND REPAIR OF CONCR,H,3.0-0.0-0.0,,AARUSH BUCH,chandranseher@civil.iitd.ac.in,M 11:00-12:00,,,40,9,CVL871
325,SUSTAINABLE MATERIALS AND GREE,E,3.0-0.0-0.0,,DAMINI KARI,valaheer@civil.iitd.ac.in,TWF 10:00-11:00,,,40,16,CVL875
